dataset,pair_id,representation,delta_alpha,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
mkg_w,mkgw_native_adamf,C1,-0.05,25656,0.021008574540416325,0.018671356701929983,0.026045760334823344,0.28219519800436543,0.2912429765613357,0.009047778556970254,0.5253138147647254,0.26387589647645776,0.25689368333335105,-0.006982213143106708,0.49766512860886064,0.5170399756808147,0.017039975680814723,0.5089867745695854,0.5460710944808232,-0.03708431991123784,0.0017066832351803902,0.2790335151987529,0.22915042868277474,False,25656,25656
mkg_w,mkgw_native_adamf,C1,0.05,25656,0.019646154678972464,0.017249418682992904,0.030182083483066283,0.24154193950732772,0.2607729237886037,0.01923098428127601,0.5502538477831141,0.29556439039600874,0.2798105212190809,-0.015753869176927837,0.48383881467016865,0.5275597145556152,0.027559714555615233,0.4880173033966951,0.5371063299033364,-0.04908902650664132,-0.004999024929645411,0.2525331254871395,0.28020265003897116,False,25656,25656
mkg_w,mkgw_native_adamf,C2,-0.3,25656,0.052120697538808554,0.04749180849010977,0.05627855909188366,0.3178203928905519,0.346394237860585,0.02857384497003307,0.5376673304683046,0.3681789834736514,0.3795254953434365,0.01134651186978508,0.516256498349069,0.5361083236206102,0.03610832362061023,0.6836190081418375,0.6859993763642033,-0.0023803682223657585,0.0001801837287997262,0.3542478565861263,0.3250194855806703,True,25656,25656
mkg_w,mkgw_native_adamf,C2,-0.2,25656,0.04107446647322823,0.037108657439193726,0.04702540169008907,0.3124805113813533,0.33565787134853997,0.023177359967186673,0.5285771710680313,0.33999844091050824,0.3522273482817706,0.012228907371262365,0.5154218202320995,0.5298690057215486,0.029869005721548603,0.6575896315685013,0.6524789522918616,0.0051106792766396625,-0.0017898222535114921,0.34762275915822294,0.3117692907248636,False,25656,25656
mkg_w,mkgw_native_adamf,C2,-0.1,25656,0.02743165332326,0.024446617412485838,0.03658323947568957,0.29825381976925475,0.31066028554346004,0.012406465774205289,0.5150992430618601,0.2960710944808232,0.3081544553049898,0.012083360824166611,0.5200089536837305,0.524714668104681,0.024714668104681037,0.5932762373759541,0.5943249142500779,-0.0010486768741237995,-0.002205022655730399,0.31488698363211226,0.2572096648480125,False,25656,25656
mkg_w,mkgw_native_adamf,C2,-0.05,25656,0.021045918177311027,0.018699932031393137,0.020012593379548804,0.28219519800436543,0.288679643280803,0.006484445276437545,0.5122479071765603,0.26387589647645776,0.2630971379691155,-0.0007787585073422698,0.5092420377821621,0.515916804720207,0.015916804720206956,0.5339043879712193,0.5460710944808232,-0.012166706509603942,-0.0026277207152266124,0.29345284489477785,0.22915042868277474,False,25656,25656
mkg_w,mkgw_native_adamf,C2,0.05,25656,0.019573399782688787,0.017253815692643185,0.0034210883993204175,0.24154193950732772,0.2528858485703521,0.011343909063024404,0.5325787499414429,0.29556439039600874,0.2764817499740704,-0.019082640421938357,0.4702191047415883,0.5032697796900999,0.0032697796900998943,0.5153735992866827,0.5371063299033364,-0.021732730616653706,-0.004420420508258002,0.23655494933749024,0.3020265003897116,False,25656,25656
mkg_w,mkgw_native_adamf,C3,-0.3,25656,0.05240087617382761,0.04755676808788169,0.045564069404447384,0.3178203928905519,0.34648151344511896,0.028661120554567043,0.5345009520899353,0.3681789834736514,0.3752080888337507,0.007029105360099264,0.509332051155286,0.5295160254347927,0.029516025434792703,0.6839426760650965,0.6859993763642033,-0.0020567002991067618,-0.004640946152450698,0.36321122369446607,0.35619641465315666,False,25656,25656
mkg_w,mkgw_native_adamf,C3,-0.2,25656,0.041437698034989146,0.0371890598088031,0.04578144934749303,0.3124805113813533,0.3417600727191082,0.02927956133775489,0.5356494631571327,0.33999844091050824,0.3444483848143068,0.004449943903798548,0.5087728331684986,0.530460835324271,0.03046083532427102,0.6483460338475271,0.6524789522918616,-0.004132918444334499,-0.002829183955973087,0.3581449727201871,0.32268121590023385,False,25656,25656
mkg_w,mkgw_native_adamf,C3,-0.1,25656,0.028023552362338135,0.02457788875447071,0.025820039080105644,0.29825381976925475,0.3216148016049841,0.023360981835729377,0.5300363387040784,0.2960710944808232,0.2905596522805925,-0.005511442200230698,0.49576565768426234,0.5182947606754814,0.018294760675481414,0.5891868382437986,0.5943249142500779,-0.005138076006279357,-0.004805007746764183,0.3293063133281372,0.29734996102883865,False,25656,25656
mkg_w,mkgw_native_adamf,C3,-0.05,25656,0.02180205566682965,0.01882874174393934,0.015414101631657046,0.28219519800436543,0.3013732181932245,0.019178020188859057,0.5248395132025478,0.26387589647645776,0.2547495391292616,-0.009126357347196135,0.48972287428997524,0.5104329100598186,0.010432910059818612,0.5411893930329728,0.5460710944808232,-0.004881701447850495,-0.00271450678131159,0.30670303975058455,0.27240841777084956,False,25656,25656
mkg_w,mkgw_native_adamf,C3,0.05,25656,0.02032266515734902,0.01738386086005691,0.0035828050243748564,0.24154193950732772,0.25474494694373667,0.013203007436408953,0.5256074134696451,0.29556439039600874,0.2822974113160925,-0.013266979079916252,0.4784486238094908,0.5040364870921982,0.004036487092198171,0.52984794282307,0.5371063299033364,-0.007258387080266382,-0.0026850221211045604,0.25370226032735776,0.31995323460639125,False,25656,25656
mkg_w,mkgw_native_adamf,C4,-0.3,25656,0.05220306159274978,0.04751595935215229,0.0627534844531471,0.3178203928905519,0.3496685562428864,0.03184816335233448,0.5441789237892768,0.3681789834736514,0.37341613129661455,0.00523714782296314,0.5145673161761201,0.5399187400428684,0.03991874004286844,0.6622863956586998,0.6859993763642033,-0.023712980705503428,0.0018234003393130167,0.37022603273577553,0.3230709275136399,True,25656,25656
mkg_w,mkgw_native_adamf,C4,-0.2,25656,0.041170633703249734,0.0371205864795517,0.06127115542231285,0.3124805113813533,0.3427329562438664,0.030252444862513106,0.5441082655137639,0.33999844091050824,0.34630510036098655,0.0063066594504783136,0.5147614974904398,0.5407225040003337,0.040722504000333726,0.6259232268328926,0.6524789522918616,-0.026555725458969004,4.203725984755086e-05,0.3550272798129384,0.28799688230709275,True,25656,25656
mkg_w,mkgw_native_adamf,C4,-0.1,25656,0.02768169884650964,0.02449964935095592,0.03666688332254372,0.29825381976925475,0.3191294244477903,0.020875604678535553,0.5351652121681039,0.2960710944808232,0.2901095013760049,-0.005961593104818308,0.49949143397148466,0.5249682182715364,0.02496821827153639,0.5638729096594203,0.5943249142500779,-0.030452004590657666,-0.0032946850910304435,0.3215120810600156,0.25604053000779425,False,25656,25656
mkg_w,mkgw_native_adamf,C4,-0.05,25656,0.02143170580268911,0.018755300302879318,0.03139695751925531,0.28219519800436543,0.29695832595741933,0.0147631279530539,0.5330548277140704,0.26387589647645776,0.2566570309069292,-0.007218865569528554,0.49741334581382407,0.5224735284036658,0.022473528403665788,0.5132162494991215,0.5460710944808232,-0.03285484498170177,0.0003309705799719641,0.29189399844115355,0.21551052221356196,False,25656,25656
mkg_w,mkgw_native_adamf,C4,0.05,25656,0.0199274572587501,0.017314350543605708,0.00031005088807475704,0.24154193950732772,0.2433433695695744,0.0018014300622466728,0.5206229757476449,0.29556439039600874,0.27912386519746996,-0.01644052519853878,0.4804117999650034,0.501707636500635,0.0017076365006349903,0.49661326992422555,0.5371063299033364,-0.040493059979110846,-0.006976982229785879,0.2186282151208106,0.28176149649259546,False,25656,25656
