dataset,pair_id,representation,direction,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
mkg_w,mkgw_mhyper_adamf,C4,tail,51312,0.029474986520131478,0.024752309097229665,0.0876227493627276,0.2916861552853134,0.3465491894187082,0.05486303413339483,0.5666652318597039,0.1213946055503586,0.13013391032429472,0.008739304773936127,0.5190658419445026,0.5630372692455108,0.06303726924551079,0.4125859193998454,0.41308076083567197,-0.0004948414358265651,0.005943053955229527,0.38316117715844866,0.1175209510816605,True,51312,12828
mkg_w,mkgw_mhyper_native,C0,head,102624,0.014282244548449948,0.012045296038430103,0.21747535334910964,0.3577233395696913,0.45737743282390064,0.09965409325420932,0.613571295606003,0.388992828188338,0.4892353496348236,0.1002425214464856,0.6124463135092589,0.6381260645149633,0.13812606451496334,0.7861616712313669,0.7467161677580293,0.03944550347333764,0.003057525984264424,0.5301110894562463,0.29058663028649384,True,102624,12828
mkg_w,mkgw_mhyper_native,C0,tail,102624,0.02901549578596764,0.0263258162339399,0.22638586209485037,0.19482772061116307,0.32296038148139944,0.12813266087023636,0.638070412712825,0.21803866541939507,0.351150694291606,0.13311202887221094,0.6250771576315959,0.6914746907983729,0.19147469079837287,0.5323332820016247,0.41286638603055814,0.11946689597106652,0.009875483768323317,0.4111284350029234,0.1695575911128435,True,102624,12828
mkg_w,mkgw_mhyper_native,C1,head,102624,0.014423677791748695,0.012070195312260827,0.1912646782628484,0.3577233395696913,0.44753896818928185,0.08981562861959053,0.605707383455624,0.388992828188338,0.47482899482911956,0.08583616664078153,0.5903777876625923,0.6209330482353391,0.12093304823533912,0.779154238406417,0.7467161677580293,0.03243807064838766,0.003035046495675877,0.508965114012863,0.3022802572597934,True,102624,12828
mkg_w,mkgw_mhyper_native,C1,tail,102624,0.02919690206256131,0.026330646971946935,0.2044310173461994,0.19482772061116307,0.2903303729185869,0.0955026523074238,0.6140789050826345,0.21803866541939507,0.3474000066469896,0.12936134122759455,0.6204427254350449,0.6727275724279672,0.1727275724279672,0.513950782755283,0.41286638603055814,0.10108439672472491,0.007979163327438466,0.3517832781134282,0.1648801403235237,True,102624,12828
mkg_w,mkgw_mhyper_native,C2,head,102624,0.014123220835962203,0.01203214685013222,0.23748008688456024,0.3577233395696913,0.4711670900076997,0.11344375043800836,0.6282738950664094,0.388992828188338,0.5008254434429058,0.11183261525456778,0.6185414838032789,0.6508886395274273,0.15088863952742726,0.7905193444676526,0.7467161677580293,0.043803176709623304,0.0020498159425865947,0.539465991034886,0.28269343207951664,True,102624,12828
mkg_w,mkgw_mhyper_native,C2,tail,102624,0.028881640126126283,0.026304451540650402,0.24670472266030183,0.19482772061116307,0.3618560150784362,0.1670282944672731,0.659450422564746,0.21803866541939507,0.366582511542434,0.14854384612303892,0.6276782711438659,0.7017652287999593,0.20176522879995928,0.5792897256944853,0.41286638603055814,0.1664233396639272,0.014880557724996569,0.47671019294484507,0.18729292535568115,True,102624,12828
mkg_w,mkgw_mhyper_native,C3,head,102624,0.014408808555746958,0.01205711060382952,0.18444335257785238,0.3577233395696913,0.4462459359718154,0.08852259640212407,0.5964922847660828,0.388992828188338,0.46379220320696424,0.07479937501862621,0.5904636664723937,0.6154027836528932,0.11540278365289325,0.7715240065674226,0.7467161677580293,0.0248078388093933,0.0036681018230684914,0.5286493860845839,0.27567725589553693,True,102624,12828
mkg_w,mkgw_mhyper_native,C3,tail,102624,0.02932119528164082,0.026383035335880663,0.1680293828426737,0.19482772061116307,0.284756201779091,0.08992848116792793,0.6056931626262658,0.21803866541939507,0.30125681643284546,0.0832181510134504,0.588866144933723,0.6475159320230821,0.1475159320230821,0.48152067774043905,0.41286638603055814,0.06865429170988091,0.005676390533480559,0.3595790294289612,0.1687780159812902,True,102624,12828
mkg_w,mkgw_mhyper_native,C4,head,102624,0.01417269274074344,0.012031053445800783,0.2361112472586991,0.3577233395696913,0.4683869071550025,0.11066356758531115,0.6262841506585715,0.388992828188338,0.4948291999129119,0.10583637172457389,0.6183775563374772,0.6503706682657898,0.15037066826578982,0.7800953613361563,0.7467161677580293,0.03337919357812702,0.004129995166660667,0.5416098226466576,0.26008575326447086,True,102624,12828
