dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
mkg_w,mkgw_mhyper_native,relation,73,,12,2,7,1,6,0.8571428571428571,-0.7142857142857143,False,60
mkg_w,mkgw_mhyper_native,relation,74,,6,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation,75,,12,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,77,,72,12,53,16,37,0.6981132075471698,-0.39622641509433965,True,60
mkg_w,mkgw_mhyper_native,relation,79,,48,8,29,4,25,0.8620689655172413,-0.7241379310344828,False,60
mkg_w,mkgw_mhyper_native,relation,80,,30,5,16,7,9,0.5625,-0.125,False,60
mkg_w,mkgw_mhyper_native,relation,81,,12,2,9,2,7,0.7777777777777778,-0.5555555555555556,False,60
mkg_w,mkgw_mhyper_native,relation,82,,6,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,84,,36,6,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation,86,,36,6,16,0,16,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,87,,12,2,12,1,11,0.9166666666666666,-0.8333333333333334,False,60
mkg_w,mkgw_mhyper_native,relation,88,,6,1,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation,89,,48,8,36,10,26,0.7222222222222222,-0.4444444444444444,False,60
mkg_w,mkgw_mhyper_native,relation,93,,36,6,25,4,21,0.84,-0.68,False,60
mkg_w,mkgw_mhyper_native,relation,94,,6,1,3,2,1,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation,100,,6,1,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,101,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,104,,42,7,19,4,15,0.7894736842105263,-0.5789473684210527,False,60
mkg_w,mkgw_mhyper_native,relation,105,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,107,,18,3,15,1,14,0.9333333333333333,-0.8666666666666667,False,60
mkg_w,mkgw_mhyper_native,relation,109,,6,1,6,3,3,0.5,0.0,False,60
mkg_w,mkgw_mhyper_native,relation,112,,6,1,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,114,,6,1,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,116,,6,1,5,2,3,0.6,-0.2,False,60
mkg_w,mkgw_mhyper_native,relation,117,,6,1,5,4,1,0.8,0.6,False,60
mkg_w,mkgw_mhyper_native,relation,123,,6,1,6,3,3,0.5,0.0,False,60
mkg_w,mkgw_mhyper_native,relation,127,,12,2,5,3,2,0.6,0.2,False,60
mkg_w,mkgw_mhyper_native,relation,130,,6,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation,136,,6,1,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,138,,6,1,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,141,,6,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,144,,6,1,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation,147,,6,1,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation,152,,12,2,9,0,9,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,155,,6,1,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation,160,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation,168,,6,1,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,0,head,2487,829,2274,374,1900,0.8355321020228672,-0.6710642040457344,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,0,tail,2487,829,2066,339,1727,0.8359148112294289,-0.6718296224588577,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,1,head,402,134,200,45,155,0.775,-0.55,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,1,tail,402,134,121,29,92,0.7603305785123967,-0.5206611570247934,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,2,head,408,136,384,124,260,0.6770833333333334,-0.3541666666666667,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,2,tail,408,136,118,27,91,0.7711864406779662,-0.5423728813559322,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,3,head,426,142,271,157,114,0.5793357933579336,0.15867158671586715,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,3,tail,426,142,211,51,160,0.7582938388625592,-0.5165876777251185,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,4,head,99,33,94,31,63,0.6702127659574468,-0.3404255319148936,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,4,tail,99,33,34,16,18,0.5294117647058824,-0.058823529411764705,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,5,head,462,154,321,64,257,0.8006230529595015,-0.6012461059190031,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,5,tail,462,154,199,40,159,0.7989949748743719,-0.5979899497487438,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,6,head,174,58,144,25,119,0.8263888888888888,-0.6527777777777778,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,6,tail,174,58,91,23,68,0.7472527472527473,-0.4945054945054945,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,7,head,360,120,330,57,273,0.8272727272727273,-0.6545454545454545,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,7,tail,360,120,253,25,228,0.9011857707509882,-0.8023715415019763,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,8,head,285,95,48,23,25,0.5208333333333334,-0.041666666666666664,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,8,tail,285,95,50,25,25,0.5,0.0,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,9,head,213,71,137,53,84,0.6131386861313869,-0.22627737226277372,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,9,tail,213,71,61,28,33,0.5409836065573771,-0.08196721311475409,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,10,head,126,42,108,22,86,0.7962962962962963,-0.5925925925925926,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,10,tail,126,42,43,6,37,0.8604651162790697,-0.7209302325581395,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,11,head,534,178,482,73,409,0.8485477178423236,-0.6970954356846473,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,11,tail,534,178,339,55,284,0.8377581120943953,-0.6755162241887905,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,12,head,54,18,50,14,36,0.72,-0.44,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,12,tail,54,18,9,6,3,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,13,head,1386,462,1300,336,964,0.7415384615384616,-0.48307692307692307,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,13,tail,1386,462,102,28,74,0.7254901960784313,-0.45098039215686275,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,14,head,228,76,41,15,26,0.6341463414634146,-0.2682926829268293,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,14,tail,228,76,47,20,27,0.574468085106383,-0.14893617021276595,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,15,head,123,41,112,21,91,0.8125,-0.625,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,15,tail,123,41,32,7,25,0.78125,-0.5625,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,16,head,387,129,295,128,167,0.5661016949152542,-0.13220338983050847,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,16,tail,387,129,216,78,138,0.6388888888888888,-0.2777777777777778,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,18,head,504,168,470,128,342,0.7276595744680852,-0.4553191489361702,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,18,tail,504,168,337,85,252,0.7477744807121661,-0.49554896142433236,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,19,head,69,23,57,10,47,0.8245614035087719,-0.6491228070175439,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,19,tail,69,23,23,4,19,0.8260869565217391,-0.6521739130434783,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,20,head,18,6,16,3,13,0.8125,-0.625,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,20,tail,18,6,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,21,head,378,126,328,85,243,0.7408536585365854,-0.4817073170731707,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,21,tail,378,126,43,8,35,0.813953488372093,-0.627906976744186,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,22,head,564,188,301,70,231,0.7674418604651163,-0.5348837209302325,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,22,tail,564,188,203,33,170,0.8374384236453202,-0.6748768472906403,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,23,head,18,6,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,23,tail,18,6,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,24,head,12,4,4,4,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,24,tail,12,4,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,25,head,12,4,12,2,10,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,25,tail,12,4,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,26,head,24,8,1,1,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,26,tail,24,8,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,27,head,39,13,39,6,33,0.8461538461538461,-0.6923076923076923,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,27,tail,39,13,24,0,24,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,28,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,28,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,29,head,225,75,95,38,57,0.6,-0.2,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,29,tail,225,75,95,43,52,0.5473684210526316,-0.09473684210526316,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,30,head,375,125,331,109,222,0.6706948640483383,-0.3413897280966767,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,30,tail,375,125,264,60,204,0.7727272727272727,-0.5454545454545454,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,31,head,225,75,213,28,185,0.8685446009389671,-0.7370892018779343,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,31,tail,225,75,181,56,125,0.6906077348066298,-0.3812154696132597,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,32,head,243,81,223,52,171,0.7668161434977578,-0.5336322869955157,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,32,tail,243,81,102,18,84,0.8235294117647058,-0.6470588235294118,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,33,head,42,14,40,2,38,0.95,-0.9,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,33,tail,42,14,22,7,15,0.6818181818181818,-0.36363636363636365,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,34,head,276,92,223,49,174,0.7802690582959642,-0.5605381165919282,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,34,tail,276,92,73,23,50,0.684931506849315,-0.3698630136986301,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,35,head,15,5,15,4,11,0.7333333333333333,-0.4666666666666667,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,35,tail,15,5,2,2,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,36,head,9,3,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,36,tail,9,3,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,37,head,123,41,96,22,74,0.7708333333333334,-0.5416666666666666,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,37,tail,123,41,41,6,35,0.8536585365853658,-0.7073170731707317,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,38,head,21,7,13,6,7,0.5384615384615384,-0.07692307692307693,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,38,tail,21,7,10,2,8,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,39,head,42,14,10,1,9,0.9,-0.8,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,39,tail,42,14,9,3,6,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,40,head,45,15,34,3,31,0.9117647058823529,-0.8235294117647058,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,40,tail,45,15,22,2,20,0.9090909090909091,-0.8181818181818182,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,41,head,33,11,26,4,22,0.8461538461538461,-0.6923076923076923,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,41,tail,33,11,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,43,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,43,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,44,head,39,13,37,14,23,0.6216216216216216,-0.24324324324324326,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,44,tail,39,13,16,3,13,0.8125,-0.625,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,45,head,27,9,24,6,18,0.75,-0.5,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,45,tail,27,9,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,46,head,33,11,9,1,8,0.8888888888888888,-0.7777777777777778,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,46,tail,33,11,5,1,4,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,48,head,96,32,69,32,37,0.5362318840579711,-0.07246376811594203,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,48,tail,96,32,59,11,48,0.8135593220338984,-0.6271186440677966,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,49,head,39,13,37,8,29,0.7837837837837838,-0.5675675675675675,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,49,tail,39,13,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,50,head,117,39,78,28,50,0.6410256410256411,-0.28205128205128205,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,50,tail,117,39,52,9,43,0.8269230769230769,-0.6538461538461539,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,51,head,15,5,15,4,11,0.7333333333333333,-0.4666666666666667,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,51,tail,15,5,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,52,head,12,4,7,2,5,0.7142857142857143,-0.42857142857142855,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,52,tail,12,4,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,53,head,51,17,42,4,38,0.9047619047619048,-0.8095238095238095,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,53,tail,51,17,11,3,8,0.7272727272727273,-0.45454545454545453,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,54,head,6,2,6,5,1,0.8333333333333334,0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,54,tail,6,2,5,3,2,0.6,0.2,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,55,head,15,5,15,3,12,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,55,tail,15,5,12,0,12,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,56,head,144,48,113,22,91,0.8053097345132744,-0.6106194690265486,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,56,tail,144,48,54,6,48,0.8888888888888888,-0.7777777777777778,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,57,head,36,12,31,2,29,0.9354838709677419,-0.8709677419354839,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,57,tail,36,12,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,58,head,99,33,77,17,60,0.7792207792207793,-0.5584415584415584,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,58,tail,99,33,62,19,43,0.6935483870967742,-0.3870967741935484,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,59,head,81,27,72,22,50,0.6944444444444444,-0.3888888888888889,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,59,tail,81,27,43,20,23,0.5348837209302325,-0.06976744186046512,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,61,head,51,17,51,14,37,0.7254901960784313,-0.45098039215686275,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,61,tail,51,17,21,10,11,0.5238095238095238,-0.047619047619047616,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,62,head,15,5,10,7,3,0.7,0.4,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,62,tail,15,5,15,1,14,0.9333333333333333,-0.8666666666666667,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,64,head,48,16,25,5,20,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,64,tail,48,16,11,4,7,0.6363636363636364,-0.2727272727272727,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,65,head,6,2,6,4,2,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,65,tail,6,2,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,66,head,15,5,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,66,tail,15,5,2,1,1,0.5,0.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,67,head,24,8,22,8,14,0.6363636363636364,-0.2727272727272727,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,67,tail,24,8,21,3,18,0.8571428571428571,-0.7142857142857143,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,68,head,3,1,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,68,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,69,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,69,tail,6,2,5,1,4,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,71,head,12,4,12,2,10,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,71,tail,12,4,8,1,7,0.875,-0.75,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,72,head,81,27,74,15,59,0.7972972972972973,-0.5945945945945946,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,72,tail,81,27,58,13,45,0.7758620689655172,-0.5517241379310345,True,60
mkg_w,mkgw_mhyper_native,relation_x_direction,73,head,6,2,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,73,tail,6,2,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,74,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,74,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,75,head,6,2,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,75,tail,6,2,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,77,head,36,12,29,9,20,0.6896551724137931,-0.3793103448275862,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,77,tail,36,12,24,7,17,0.7083333333333334,-0.4166666666666667,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,79,head,24,8,22,4,18,0.8181818181818182,-0.6363636363636364,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,79,tail,24,8,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,80,head,15,5,14,7,7,0.5,0.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,80,tail,15,5,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,81,head,6,2,5,1,4,0.8,-0.6,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,81,tail,6,2,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,82,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,82,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,84,head,18,6,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,84,tail,18,6,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,86,head,18,6,16,0,16,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,86,tail,18,6,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,87,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,87,tail,6,2,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,88,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,88,tail,3,1,1,1,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,89,head,24,8,20,5,15,0.75,-0.5,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,89,tail,24,8,16,5,11,0.6875,-0.375,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,93,head,18,6,17,2,15,0.8823529411764706,-0.7647058823529411,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,93,tail,18,6,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,94,head,3,1,3,2,1,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,94,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,100,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,100,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,101,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,101,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,104,head,21,7,11,1,10,0.9090909090909091,-0.8181818181818182,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,104,tail,21,7,8,3,5,0.625,-0.25,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,105,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,105,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,107,head,9,3,8,1,7,0.875,-0.75,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,107,tail,9,3,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,109,head,3,1,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,109,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,112,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,112,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,114,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,114,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,116,head,3,1,2,2,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,116,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,117,head,3,1,2,1,1,0.5,0.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,117,tail,3,1,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,123,head,3,1,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,123,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,127,head,6,2,5,3,2,0.6,0.2,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,127,tail,6,2,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,130,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,130,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,136,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,136,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,138,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,138,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,141,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,141,tail,3,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,144,head,3,1,3,3,0,1.0,1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,144,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,147,head,3,1,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,147,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,152,head,6,2,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,152,tail,6,2,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,155,head,3,1,3,2,1,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,155,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,160,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,160,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,168,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_mhyper_native,relation_x_direction,168,tail,3,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,direction,,head,12828,4276,9630,3992,5638,0.5854620976116304,-0.17092419522326063,True,60
