dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
mkg_w,mkgw_native_adamf,direction,,tail,12828,4276,6074,1464,4610,0.7589726703984195,-0.517945340796839,True,60
mkg_w,mkgw_native_adamf,relation,0,,4974,829,4121,1696,2425,0.5884494054841058,-0.1768988109682116,True,60
mkg_w,mkgw_native_adamf,relation,1,,804,134,341,113,228,0.6686217008797654,-0.33724340175953077,True,60
mkg_w,mkgw_native_adamf,relation,2,,816,136,518,121,397,0.7664092664092664,-0.5328185328185329,True,60
mkg_w,mkgw_native_adamf,relation,3,,852,142,491,116,375,0.7637474541751528,-0.5274949083503055,True,60
mkg_w,mkgw_native_adamf,relation,4,,198,33,134,51,83,0.6194029850746269,-0.23880597014925373,True,60
mkg_w,mkgw_native_adamf,relation,5,,924,154,515,213,302,0.5864077669902913,-0.17281553398058253,True,60
mkg_w,mkgw_native_adamf,relation,6,,348,58,216,72,144,0.6666666666666666,-0.3333333333333333,True,60
mkg_w,mkgw_native_adamf,relation,7,,720,120,527,253,274,0.5199240986717267,-0.03984819734345351,True,60
mkg_w,mkgw_native_adamf,relation,8,,570,95,114,38,76,0.6666666666666666,-0.3333333333333333,True,60
mkg_w,mkgw_native_adamf,relation,9,,426,71,221,30,191,0.8642533936651584,-0.7285067873303167,True,60
mkg_w,mkgw_native_adamf,relation,10,,252,42,137,59,78,0.5693430656934306,-0.1386861313868613,True,60
mkg_w,mkgw_native_adamf,relation,11,,1068,178,732,330,402,0.5491803278688525,-0.09836065573770492,True,60
mkg_w,mkgw_native_adamf,relation,12,,108,18,76,19,57,0.75,-0.5,True,60
mkg_w,mkgw_native_adamf,relation,13,,2772,462,1403,459,944,0.6728439059158945,-0.34568781183178904,True,60
mkg_w,mkgw_native_adamf,relation,14,,456,76,98,22,76,0.7755102040816326,-0.5510204081632653,True,60
mkg_w,mkgw_native_adamf,relation,15,,246,41,131,47,84,0.6412213740458015,-0.2824427480916031,True,60
mkg_w,mkgw_native_adamf,relation,16,,774,129,469,130,339,0.7228144989339019,-0.44562899786780386,True,60
mkg_w,mkgw_native_adamf,relation,18,,1008,168,726,162,564,0.7768595041322314,-0.5537190082644629,True,60
mkg_w,mkgw_native_adamf,relation,19,,138,23,88,26,62,0.7045454545454546,-0.4090909090909091,True,60
mkg_w,mkgw_native_adamf,relation,20,,36,6,21,1,20,0.9523809523809523,-0.9047619047619048,False,60
mkg_w,mkgw_native_adamf,relation,21,,756,126,354,136,218,0.615819209039548,-0.23163841807909605,True,60
mkg_w,mkgw_native_adamf,relation,22,,1128,188,538,207,331,0.6152416356877324,-0.23048327137546468,True,60
mkg_w,mkgw_native_adamf,relation,23,,36,6,8,0,8,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,24,,24,4,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,25,,24,4,13,4,9,0.6923076923076923,-0.38461538461538464,False,60
mkg_w,mkgw_native_adamf,relation,26,,48,8,7,1,6,0.8571428571428571,-0.7142857142857143,False,60
mkg_w,mkgw_native_adamf,relation,27,,78,13,57,15,42,0.7368421052631579,-0.47368421052631576,True,60
mkg_w,mkgw_native_adamf,relation,28,,6,1,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation,29,,450,75,196,38,158,0.8061224489795918,-0.6122448979591837,True,60
mkg_w,mkgw_native_adamf,relation,30,,750,125,585,205,380,0.6495726495726496,-0.29914529914529914,True,60
mkg_w,mkgw_native_adamf,relation,31,,450,75,346,117,229,0.661849710982659,-0.3236994219653179,True,60
mkg_w,mkgw_native_adamf,relation,32,,486,81,297,103,194,0.6531986531986532,-0.3063973063973064,True,60
mkg_w,mkgw_native_adamf,relation,33,,84,14,52,21,31,0.5961538461538461,-0.19230769230769232,True,60
mkg_w,mkgw_native_adamf,relation,34,,552,92,295,94,201,0.6813559322033899,-0.36271186440677966,True,60
mkg_w,mkgw_native_adamf,relation,35,,30,5,17,2,15,0.8823529411764706,-0.7647058823529411,False,60
mkg_w,mkgw_native_adamf,relation,36,,18,3,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,37,,246,41,140,46,94,0.6714285714285714,-0.34285714285714286,True,60
mkg_w,mkgw_native_adamf,relation,38,,42,7,35,7,28,0.8,-0.6,False,60
mkg_w,mkgw_native_adamf,relation,39,,84,14,27,10,17,0.6296296296296297,-0.25925925925925924,True,60
mkg_w,mkgw_native_adamf,relation,40,,90,15,48,11,37,0.7708333333333334,-0.5416666666666666,True,60
mkg_w,mkgw_native_adamf,relation,41,,66,11,26,5,21,0.8076923076923077,-0.6153846153846154,True,60
mkg_w,mkgw_native_adamf,relation,43,,6,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,44,,78,13,51,14,37,0.7254901960784313,-0.45098039215686275,True,60
mkg_w,mkgw_native_adamf,relation,45,,54,9,25,14,11,0.56,0.12,False,60
mkg_w,mkgw_native_adamf,relation,46,,66,11,11,5,6,0.5454545454545454,-0.09090909090909091,True,60
mkg_w,mkgw_native_adamf,relation,48,,192,32,122,40,82,0.6721311475409836,-0.3442622950819672,True,60
mkg_w,mkgw_native_adamf,relation,49,,78,13,47,12,35,0.7446808510638298,-0.48936170212765956,True,60
mkg_w,mkgw_native_adamf,relation,50,,234,39,124,30,94,0.7580645161290323,-0.5161290322580645,True,60
mkg_w,mkgw_native_adamf,relation,51,,30,5,19,11,8,0.5789473684210527,0.15789473684210525,False,60
mkg_w,mkgw_native_adamf,relation,52,,24,4,15,5,10,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,53,,102,17,45,5,40,0.8888888888888888,-0.7777777777777778,True,60
mkg_w,mkgw_native_adamf,relation,54,,12,2,12,5,7,0.5833333333333334,-0.16666666666666666,False,60
mkg_w,mkgw_native_adamf,relation,55,,30,5,22,10,12,0.5454545454545454,-0.09090909090909091,False,60
mkg_w,mkgw_native_adamf,relation,56,,288,48,156,70,86,0.5512820512820513,-0.10256410256410256,True,60
mkg_w,mkgw_native_adamf,relation,57,,72,12,43,6,37,0.8604651162790697,-0.7209302325581395,True,60
mkg_w,mkgw_native_adamf,relation,58,,198,33,129,48,81,0.627906976744186,-0.2558139534883721,True,60
mkg_w,mkgw_native_adamf,relation,59,,162,27,105,18,87,0.8285714285714286,-0.6571428571428571,True,60
mkg_w,mkgw_native_adamf,relation,61,,102,17,74,30,44,0.5945945945945946,-0.1891891891891892,True,60
mkg_w,mkgw_native_adamf,relation,62,,30,5,23,1,22,0.9565217391304348,-0.9130434782608695,False,60
mkg_w,mkgw_native_adamf,relation,64,,96,16,36,8,28,0.7777777777777778,-0.5555555555555556,True,60
mkg_w,mkgw_native_adamf,relation,65,,12,2,11,3,8,0.7272727272727273,-0.45454545454545453,False,60
mkg_w,mkgw_native_adamf,relation,66,,30,5,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,67,,48,8,41,17,24,0.5853658536585366,-0.17073170731707318,False,60
mkg_w,mkgw_native_adamf,relation,68,,6,1,6,4,2,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,69,,12,2,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,71,,24,4,17,5,12,0.7058823529411765,-0.4117647058823529,False,60
mkg_w,mkgw_native_adamf,relation,72,,162,27,118,31,87,0.7372881355932204,-0.4745762711864407,True,60
mkg_w,mkgw_native_adamf,relation,73,,12,2,6,3,3,0.5,0.0,False,60
mkg_w,mkgw_native_adamf,relation,74,,6,1,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation,75,,12,2,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation,77,,72,12,41,9,32,0.7804878048780488,-0.5609756097560976,True,60
mkg_w,mkgw_native_adamf,relation,79,,48,8,22,8,14,0.6363636363636364,-0.2727272727272727,False,60
mkg_w,mkgw_native_adamf,relation,80,,30,5,22,10,12,0.5454545454545454,-0.09090909090909091,False,60
mkg_w,mkgw_native_adamf,relation,81,,12,2,8,1,7,0.875,-0.75,False,60
mkg_w,mkgw_native_adamf,relation,82,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,84,,36,6,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,86,,36,6,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,87,,12,2,8,2,6,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,88,,6,1,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,89,,48,8,25,5,20,0.8,-0.6,False,60
mkg_w,mkgw_native_adamf,relation,93,,36,6,23,7,16,0.6956521739130435,-0.391304347826087,False,60
mkg_w,mkgw_native_adamf,relation,94,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,100,,6,1,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,101,,6,1,4,2,2,0.5,0.0,False,60
mkg_w,mkgw_native_adamf,relation,104,,42,7,19,4,15,0.7894736842105263,-0.5789473684210527,False,60
mkg_w,mkgw_native_adamf,relation,105,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,107,,18,3,12,3,9,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,109,,6,1,5,1,4,0.8,-0.6,False,60
mkg_w,mkgw_native_adamf,relation,112,,6,1,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,114,,6,1,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation,116,,6,1,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,117,,6,1,6,0,6,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,123,,6,1,6,4,2,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,127,,12,2,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,130,,6,1,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,136,,6,1,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation,138,,6,1,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation,141,,6,1,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation,144,,6,1,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,147,,6,1,6,5,1,0.8333333333333334,0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation,152,,12,2,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation,155,,6,1,6,2,4,0.6666666666666666,-0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation,160,,6,1,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation,168,,6,1,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,0,head,2487,829,2164,995,1169,0.5402033271719039,-0.08040665434380777,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,0,tail,2487,829,1957,701,1256,0.6417986714358712,-0.2835973428717425,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,1,head,402,134,196,66,130,0.6632653061224489,-0.32653061224489793,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,1,tail,402,134,145,47,98,0.6758620689655173,-0.35172413793103446,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,2,head,408,136,371,110,261,0.7035040431266847,-0.40700808625336926,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,2,tail,408,136,147,11,136,0.9251700680272109,-0.8503401360544217,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,3,head,426,142,271,80,191,0.7047970479704797,-0.4095940959409594,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,3,tail,426,142,220,36,184,0.8363636363636363,-0.6727272727272727,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,4,head,99,33,94,46,48,0.5106382978723404,-0.02127659574468085,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,4,tail,99,33,40,5,35,0.875,-0.75,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,5,head,462,154,307,151,156,0.50814332247557,-0.016286644951140065,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,5,tail,462,154,208,62,146,0.7019230769230769,-0.40384615384615385,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,6,head,174,58,132,53,79,0.5984848484848485,-0.19696969696969696,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,6,tail,174,58,84,19,65,0.7738095238095238,-0.5476190476190477,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,7,head,360,120,316,185,131,0.5854430379746836,0.17088607594936708,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,7,tail,360,120,211,68,143,0.6777251184834123,-0.35545023696682465,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,8,head,285,95,58,19,39,0.6724137931034483,-0.3448275862068966,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,8,tail,285,95,56,19,37,0.6607142857142857,-0.32142857142857145,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,9,head,213,71,135,25,110,0.8148148148148148,-0.6296296296296297,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,9,tail,213,71,86,5,81,0.9418604651162791,-0.8837209302325582,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,10,head,126,42,95,46,49,0.5157894736842106,-0.031578947368421054,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,10,tail,126,42,42,13,29,0.6904761904761905,-0.38095238095238093,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,11,head,534,178,452,273,179,0.6039823008849557,0.2079646017699115,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,11,tail,534,178,280,57,223,0.7964285714285714,-0.5928571428571429,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,12,head,54,18,53,15,38,0.7169811320754716,-0.4339622641509434,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,12,tail,54,18,23,4,19,0.8260869565217391,-0.6521739130434783,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,13,head,1386,462,1232,454,778,0.6314935064935064,-0.262987012987013,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,13,tail,1386,462,171,5,166,0.9707602339181286,-0.9415204678362573,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,14,head,228,76,50,11,39,0.78,-0.56,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,14,tail,228,76,48,11,37,0.7708333333333334,-0.5416666666666666,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,15,head,123,41,96,45,51,0.53125,-0.0625,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,15,tail,123,41,35,2,33,0.9428571428571428,-0.8857142857142857,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,16,head,387,129,264,94,170,0.6439393939393939,-0.2878787878787879,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,16,tail,387,129,205,36,169,0.824390243902439,-0.6487804878048781,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,18,head,504,168,416,118,298,0.7163461538461539,-0.4326923076923077,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,18,tail,504,168,310,44,266,0.8580645161290322,-0.7161290322580646,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,19,head,69,23,58,23,35,0.603448275862069,-0.20689655172413793,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,19,tail,69,23,30,3,27,0.9,-0.8,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,20,head,18,6,15,0,15,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,20,tail,18,6,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,21,head,378,126,290,134,156,0.5379310344827586,-0.07586206896551724,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,21,tail,378,126,64,2,62,0.96875,-0.9375,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,22,head,564,188,319,147,172,0.5391849529780565,-0.07836990595611286,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,22,tail,564,188,219,60,159,0.726027397260274,-0.4520547945205479,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,23,head,18,6,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,23,tail,18,6,5,0,5,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,24,head,12,4,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,24,tail,12,4,3,0,3,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,25,head,12,4,12,3,9,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,25,tail,12,4,1,1,0,1.0,1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,26,head,24,8,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,26,tail,24,8,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,27,head,39,13,38,14,24,0.631578947368421,-0.2631578947368421,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,27,tail,39,13,19,1,18,0.9473684210526315,-0.8947368421052632,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,28,head,3,1,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,28,tail,3,1,0,0,0,,,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,29,head,225,75,90,18,72,0.8,-0.6,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,29,tail,225,75,106,20,86,0.8113207547169812,-0.6226415094339622,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,30,head,375,125,323,155,168,0.5201238390092879,-0.04024767801857585,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,30,tail,375,125,262,50,212,0.8091603053435115,-0.6183206106870229,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,31,head,225,75,196,86,110,0.5612244897959183,-0.12244897959183673,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,31,tail,225,75,150,31,119,0.7933333333333333,-0.5866666666666667,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,32,head,243,81,212,94,118,0.5566037735849056,-0.11320754716981132,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,32,tail,243,81,85,9,76,0.8941176470588236,-0.788235294117647,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,33,head,42,14,26,16,10,0.6153846153846154,0.23076923076923078,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,33,tail,42,14,26,5,21,0.8076923076923077,-0.6153846153846154,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,34,head,276,92,211,81,130,0.6161137440758294,-0.23222748815165878,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,34,tail,276,92,84,13,71,0.8452380952380952,-0.6904761904761905,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,35,head,15,5,13,1,12,0.9230769230769231,-0.8461538461538461,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,35,tail,15,5,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,36,head,9,3,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,36,tail,9,3,4,1,3,0.75,-0.5,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,37,head,123,41,95,37,58,0.6105263157894737,-0.22105263157894736,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,37,tail,123,41,45,9,36,0.8,-0.6,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,38,head,21,7,17,5,12,0.7058823529411765,-0.4117647058823529,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,38,tail,21,7,18,2,16,0.8888888888888888,-0.7777777777777778,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,39,head,42,14,13,5,8,0.6153846153846154,-0.23076923076923078,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,39,tail,42,14,14,5,9,0.6428571428571429,-0.2857142857142857,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,40,head,45,15,31,10,21,0.6774193548387096,-0.3548387096774194,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,40,tail,45,15,17,1,16,0.9411764705882353,-0.8823529411764706,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,41,head,33,11,19,5,14,0.7368421052631579,-0.47368421052631576,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,41,tail,33,11,7,0,7,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,43,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,43,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,44,head,39,13,37,12,25,0.6756756756756757,-0.35135135135135137,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,44,tail,39,13,14,2,12,0.8571428571428571,-0.7142857142857143,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,45,head,27,9,23,14,9,0.6086956521739131,0.21739130434782608,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,45,tail,27,9,2,0,2,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,46,head,33,11,7,5,2,0.7142857142857143,0.42857142857142855,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,46,tail,33,11,4,0,4,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,48,head,96,32,64,30,34,0.53125,-0.0625,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,48,tail,96,32,58,10,48,0.8275862068965517,-0.6551724137931034,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,49,head,39,13,35,12,23,0.6571428571428571,-0.3142857142857143,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,49,tail,39,13,12,0,12,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,50,head,117,39,70,24,46,0.6571428571428571,-0.3142857142857143,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,50,tail,117,39,54,6,48,0.8888888888888888,-0.7777777777777778,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,51,head,15,5,11,10,1,0.9090909090909091,0.8181818181818182,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,51,tail,15,5,8,1,7,0.875,-0.75,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,52,head,12,4,9,2,7,0.7777777777777778,-0.5555555555555556,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,52,tail,12,4,6,3,3,0.5,0.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,53,head,51,17,35,5,30,0.8571428571428571,-0.7142857142857143,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,53,tail,51,17,10,0,10,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,54,head,6,2,6,4,2,0.6666666666666666,0.3333333333333333,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,54,tail,6,2,6,1,5,0.8333333333333334,-0.6666666666666666,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,55,head,15,5,14,9,5,0.6428571428571429,0.2857142857142857,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,55,tail,15,5,8,1,7,0.875,-0.75,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,56,head,144,48,98,52,46,0.5306122448979592,0.061224489795918366,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,56,tail,144,48,58,18,40,0.6896551724137931,-0.3793103448275862,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,57,head,36,12,29,6,23,0.7931034482758621,-0.5862068965517241,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,57,tail,36,12,14,0,14,1.0,-1.0,False,60
mkg_w,mkgw_native_adamf,relation_x_direction,58,head,99,33,70,39,31,0.5571428571428572,0.11428571428571428,True,60
mkg_w,mkgw_native_adamf,relation_x_direction,58,tail,99,33,59,9,50,0.847457627118644,-0.6949152542372882,True,60
