split,pool,aggregation,decile,quota_fraction,pairs,n,method,accepted,intervention,harm_all,harm_accepted,harm_active,utility,mean_loss,mean_movement,accepted_random_lo,accepted_random_hi,accepted_valid_draws,intervention_random_lo,intervention_random_hi,intervention_valid_draws,harm_all_random_lo,harm_all_random_hi,harm_all_valid_draws,harm_accepted_random_lo,harm_accepted_random_hi,harm_accepted_valid_draws,harm_active_random_lo,harm_active_random_hi,harm_active_valid_draws,utility_random_lo,utility_random_hi,utility_valid_draws,mean_loss_random_lo,mean_loss_random_hi,mean_loss_valid_draws,mean_movement_random_lo,mean_movement_random_hi,mean_movement_valid_draws
dev_oof,All,macro,10,1.0,4,146376,Confidence,1.0,0.5111293518218282,0.10517871442148727,0.10517871442148727,0.18884897651691052,0.0004729718494801403,0.0038446998193629933,0.06476292666150893,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,10,1.0,4,146376,Random,1.0,0.5111293518218282,0.10517871442148728,0.10517871442148728,0.18884897651691054,0.0004729718494801402,0.003844699819362994,0.06476292666150876,1.0,1.0,512.0,0.5111293518218282,0.5111293518218282,512.0,0.10517871442148727,0.10517871442148727,512.0,0.10517871442148727,0.10517871442148727,512.0,0.18884897651691052,0.18884897651691052,512.0,0.00047297184948013975,0.0004729718494801407,512.0,0.003844699819362993,0.003844699819362994,512.0,0.06476292666150876,0.06476292666150879,512.0
dev_oof,All,micro,0,0.0,4,146376,Confidence,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,micro,0,0.0,4,146376,Random,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,512.0,0.0,0.0,512.0,,,0.0,,,0.0,0.0,0.0,512.0,0.0,0.0,512.0,0.0,0.0,512.0
dev_oof,All,micro,1,0.1,4,146376,Confidence,0.08935891129693392,0.04592966060009838,0.008908564245504728,0.09969418960244648,0.19396102930239476,9.107591259820528e-05,0.0005326393548299537,0.009432557249822367,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,micro,1,0.1,4,146376,Random,0.08935891129693395,0.04276473239294693,0.008125077924318193,0.0909263307530581,0.18999589449472262,-6.6006951431132034e-06,0.00035018313417995914,0.004699607624371481,0.08935891129693392,0.08935891129693392,512.0,0.042071958517789804,0.04345657758102421,512.0,0.007737265671968082,0.008512324424769088,512.0,0.08658639143730887,0.09525993883792049,512.0,0.1810031781598683,0.19842757199455116,512.0,-8.346035715248226e-05,7.625244762161972e-05,512.0,0.0002943304972024226,0.000413725874307662,512.0,0.004606544105591081,0.00478884858173471,512.0
dev_oof,All,micro,2,0.2,4,146376,Confidence,0.18130021314969666,0.09754331311143903,0.019074165163688036,0.10520762679930666,0.1955455946210954,0.00016263051464001266,0.0009997706188575744,0.017532587309394974,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,micro,2,0.2,4,146376,Random,0.18130021314969666,0.086840074427331,0.016522117056416354,0.09113126106903309,0.19026142885147884,-1.1959135114660945e-05,0.0007050873634259071,0.009516079042585534,0.18130021314969666,0.18130021314969666,512.0,0.08597635541345576,0.08780127889818003,512.0,0.015991521834180466,0.017010985407443842,512.0,0.08820464993594092,0.09382771874293466,512.0,0.18433203871941156,0.19588552365914352,512.0,-0.00012475805526396288,8.732464495845736e-05,512.0,0.0006277689188773924,0.0007881832482030765,512.0,0.009399406323441002,0.00964697081488769,512.0
dev_oof,All,micro,3,0.3,4,146376,Confidence,0.27451221511723234,0.15241569656227796,0.02951986664480516,0.1075357125080882,0.19367996414164051,8.95361120812647e-05,0.001548294654775405,0.024874637918784515,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,micro,3,0.3,4,146376,Random,0.27451221511723223,0.13172851135517435,0.025153222693610977,0.09162879212085012,0.1909482494199446,-1.5394339231447578e-05,0.0010650920607628471,0.014405862032966477,0.27451221511723234,0.27451221511723234,512.0,0.1306976553533366,0.1328762911952779,512.0,0.024548594031808493,0.02580802180685358,512.0,0.08942623562789308,0.09401411079587875,512.0,0.18630955744543576,0.1954579893760599,512.0,-0.00013285769672450218,0.00010620459808547484,512.0,0.0009821087466919507,0.0011500450693479652,512.0,0.014269262037492493,0.0145555538476253,512.0
