pair,label,split,method,convention,changed_rows,endpoint_rows,seed,direction,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,1,tail,4276,0.4929169833850894,0.5213228763889308,-0.02840589300384162,0.25140318054256316,0.2775958840037418,0.528999064546305,0.18359187623141107,0.04615558160635335,0.017749688602511735,,
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,2,head,4276,0.18229195905738788,0.19144519484794112,-0.009153235790553287,0.3914873713751169,0.4291393826005613,0.8206267539756782,0.05495471181289815,0.02151407567230858,0.012360839881755294,,
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,2,tail,4276,0.4915197056834506,0.5195024163656786,-0.027982710682227945,0.2539756782039289,0.26333021515434984,0.5173058933582788,0.17197250955605672,0.04367683474693116,0.015694124064703205,,
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,3,head,4276,0.18173216055370586,0.19591321613478416,-0.014181055581078267,0.4038821328344247,0.4246959775491113,0.828578110383536,0.06324091750543402,0.025541876644500597,0.011360821063422327,,
mkgw_mhyper_native,W-N,dev,RRF,raw_endpoint,0,0,3,tail,4276,0.48897344286415184,0.5155132337957664,-0.0265397909316146,0.2558465855940131,0.2708138447146866,0.5266604303086997,0.17151843837647116,0.04388240682503729,0.017342615893422685,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,1,head,4276,0.18469400808321376,0.19429153782097075,-0.009597529737756951,0.3854069223573433,0.43101028999064545,0.8164172123479888,0.05457159810896087,0.02103227167529642,0.011434741937539468,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,1,tail,4276,0.4929169833850894,0.5213228763889308,-0.02840589300384162,0.25140318054256316,0.2775958840037418,0.528999064546305,0.18359187623141107,0.04615558160635335,0.017749688602511735,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,2,head,4276,0.18229195905738788,0.19144519484794112,-0.009153235790553287,0.3914873713751169,0.4291393826005613,0.8206267539756782,0.05495471181289815,0.02151407567230858,0.012360839881755294,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,2,tail,4276,0.4915197056834506,0.5195024163656786,-0.027982710682227945,0.2539756782039289,0.26333021515434984,0.5173058933582788,0.17197250955605672,0.04367683474693116,0.015694124064703205,,
mkgw_mhyper_native,W-N,dev,RRF,normalized_endpoint,0,0,3,head,4276,0.18173216055370586,0.19591321613478416,-0.014181055581078267,0.4038821328344247,0.4246959775491113,0.828578110383536,0.06324091750543402,0.025541876644500597,0.011360821063422327,,
