dataset,pair_id,relation,n_query_instances,n_original_triples,n_nonreference_action_rows,opportunity_prevalence,actual_mean_u,spearman,positive_auprc_lift,harmful_auprc_lift,top_10pct_actual_mean_u,h1_style_pass
db15k,db15k_native_adamf,4,144,24,576,0.125,-0.03462944212324807,0.14220975729823498,-0.009574734841839821,0.19103905946618216,0.0022577996715927766,False
db15k,db15k_native_adamf,5,840,140,3360,0.575,-0.0005723812557633414,0.11441373241233115,0.07698736798421746,0.008764073705684272,0.009728178044865279,True
db15k,db15k_native_adamf,6,132,22,528,0.5909090909090909,-0.006978173448318381,-0.11538569195645135,0.03432122895610357,0.018052661826201022,-0.03540317333189025,False
db15k,db15k_native_adamf,7,108,18,432,0.5185185185185185,0.007081893340622826,0.16368072176041062,0.031562812569587706,0.08117771405812946,0.06234439748771952,True
db15k,db15k_native_adamf,8,60,10,240,0.5166666666666667,0.006458012740527954,0.004389076332700739,0.06111907365051511,-0.010336038616291676,0.017582146001502274,False
db15k,db15k_native_adamf,9,96,16,384,0.4583333333333333,-0.00951416274173853,0.09019224092795963,0.017507192221604184,0.04858568077600109,0.010799798335244696,True
db15k,db15k_native_adamf,11,78,13,312,0.5512820512820513,-0.01000809979094053,0.02566019004255648,-0.03664650191811342,0.051513209324089704,0.059595887118197646,False
db15k,db15k_native_adamf,12,3222,537,12888,0.616697703289882,0.0016217813658429398,0.12294279937856899,0.0714169414626018,0.0213146709352596,0.013855155067840573,True
db15k,db15k_native_adamf,13,78,13,312,0.5,0.016335288988406384,-0.03639207868784087,-0.0393159192331905,0.013088497264665738,0.049265782006543656,False
db15k,db15k_native_adamf,14,492,82,1968,0.5223577235772358,-0.004986872462746432,0.11392667060707415,0.08343771886168083,0.056178031039655824,-0.000907114485571866,False
db15k,db15k_native_adamf,17,516,86,2064,0.7228682170542635,-0.0005839540705101671,0.0988173644088393,0.022851167057941657,0.00967463033546384,0.001548330967334789,True
db15k,db15k_native_adamf,18,234,39,936,0.6581196581196581,-0.0043339986544463326,0.050629778210843204,0.020179241454959085,0.0339878898768306,-0.016039355608668544,False
db15k,db15k_native_adamf,19,408,68,1632,0.5980392156862745,-0.0006333823015244002,0.12750145693738357,0.029965186231824537,0.062321657500805094,0.016381210462243376,True
db15k,db15k_native_adamf,20,102,17,408,0.19607843137254902,-0.03576830034928057,0.15068930451095636,0.0029535629873050084,0.11758102041352508,-0.0024970963995354237,False
db15k,db15k_native_adamf,21,648,108,2592,0.3194444444444444,-0.0017152217889091215,0.06226320527681622,0.020961485303443522,0.011051779369692816,-0.0005717204895666306,False
db15k,db15k_native_adamf,23,66,11,264,0.45454545454545453,-0.0027445647060559525,0.07216852363066256,0.06192825833491461,0.04625721626746329,-0.025826563576090786,False
db15k,db15k_native_adamf,25,90,15,360,0.7444444444444445,-0.0066098223473536576,-0.06646210671245441,-0.036446750585593435,0.008414389741104256,-0.03386681143779785,False
db15k,db15k_native_adamf,27,306,51,1224,0.47058823529411764,-0.011463898843257396,0.13902930427198615,0.08818881606081946,0.039537039162821724,0.012233814086671914,True
db15k,db15k_native_adamf,28,354,59,1416,0.6242937853107344,0.007232107139971213,0.18091562549445112,0.11153571512307803,0.03169424786285621,0.04147311125508905,True
db15k,db15k_native_adamf,30,60,10,240,0.43333333333333335,-0.004743672428874292,-0.013350975706956423,0.06693412279705113,-0.0040843552184361975,-0.002918651110238817,False
db15k,db15k_native_adamf,32,78,13,312,0.3974358974358974,-0.00829089076296749,0.07730168884139338,0.11093938657713043,0.040917612579968454,0.024857510133289292,True
db15k,db15k_native_adamf,33,1008,168,4032,0.3472222222222222,-0.01681472865194119,0.120847101089911,0.12182049202796069,0.03274242097421248,-0.007718074400305426,False
db15k,db15k_native_adamf,35,1428,238,5712,0.6190476190476191,0.005163142952383773,0.09428906276411209,0.01917156251268992,0.02677244915820451,0.03352357597439925,True
db15k,db15k_native_adamf,36,234,39,936,0.594017094017094,0.004547955893368112,0.17040454203126584,0.10719664364129688,0.044721087890556815,0.05227565554959699,True
db15k,db15k_native_adamf,37,60,10,240,0.3,-0.005939346466858893,0.18596789022863267,0.13020253356006734,0.12719303579833063,-0.002774832814342714,False
db15k,db15k_native_adamf,39,852,142,3408,0.2664319248826291,-0.007751387782225258,0.06384601496607166,0.04462611427495922,0.01585767776404498,0.004371620875914141,True
db15k,db15k_native_adamf,42,174,29,696,0.5402298850574713,0.0062074020637723215,0.13459159553886862,0.1746654152004491,0.008900603442605098,0.013152774739126979,True
db15k,db15k_native_adamf,43,180,30,720,0.5777777777777777,0.008742784073868198,0.15465161575704067,0.10075872489527882,0.06409410016516603,0.0382596430389969,True
db15k,db15k_native_adamf,44,108,18,432,0.5648148148148148,-0.006110738148845605,-0.26217108910530057,-0.08496266139783226,-0.030081843363618382,-0.07302641365140886,False
db15k,db15k_native_adamf,47,2472,412,9888,0.5449029126213593,-0.00128185213443301,0.05941415757018537,0.03630213129449322,0.03568995421691912,0.002471105984650026,True
db15k,db15k_native_adamf,49,456,76,1824,0.5614035087719298,0.00599656383164202,0.16205003755599934,0.08753894578493088,0.03451060487757188,0.035533001700475596,True
db15k,db15k_native_adamf,50,162,27,648,0.38271604938271603,-0.014579081150076372,-0.04084654548116199,0.0033301497412406844,-0.027103857396439224,-0.021251351643066775,False
db15k,db15k_native_adamf,51,138,23,552,0.4927536231884058,-0.00729531307744137,0.13831512171491692,0.1583168719913446,0.005506145350825109,0.0016547269382324564,True
db15k,db15k_native_adamf,56,84,14,336,0.39285714285714285,0.004858939494470117,-0.015628034825068682,0.06259007699965968,0.028886993482017675,-0.013260206380875618,False
db15k,db15k_native_adamf,61,246,41,984,0.4146341463414634,-0.03638319752894002,0.2345015458304252,0.16153828593997377,0.01631270181533856,0.0013323695199863592,True
db15k,db15k_native_adamf,63,102,17,408,0.35294117647058826,-0.0035869240876814047,0.269797658446785,0.18548528476802778,0.061560227131425005,0.04622375689179715,True
db15k,db15k_native_adamf,64,192,32,768,0.5729166666666666,-0.00254509437599126,0.04367960687802977,0.007852267515741973,0.03575410095914239,0.003555017295597949,True
db15k,db15k_native_adamf,65,342,57,1368,0.48830409356725146,-0.014964332622000436,0.13195457940172595,0.1045385144628852,0.05458725949688509,4.69849415419919e-05,True
db15k,db15k_native_adamf,66,462,77,1848,0.3722943722943723,-0.01991497158647806,0.06920995139970844,0.03133727447809026,0.06133430951232577,-0.009852436638576524,False
db15k,db15k_native_adamf,67,156,26,624,0.21794871794871795,-3.501119414308768e-05,-0.07108650628430561,-0.0298925866569289,0.06503285363725538,-0.008269466923076885,False
db15k,db15k_native_adamf,68,258,43,1032,0.3449612403100775,-0.01834905830763279,0.11189584485723506,0.09344900892046681,0.0201854227671307,-0.0046780885632965435,False
db15k,db15k_native_adamf,69,126,21,504,0.3412698412698413,-0.0037003751678070444,0.0472605853692056,0.03893426777028852,0.008114092320881838,-0.012111944538149379,False
db15k,db15k_native_adamf,71,72,12,288,0.4027777777777778,0.00463566131000709,-0.04401996162178418,-0.0026028369174832533,-0.016158166427356305,-0.042454894843599864,False
db15k,db15k_native_adamf,72,96,16,384,0.34375,-0.009976381601121201,0.22326542647167366,0.23222891445865468,0.045389233865058665,-0.011518215590143996,False
db15k,db15k_native_adamf,73,3558,593,14232,0.6871838111298483,-0.0028193915742418664,0.038677142049646965,0.023475833683940017,0.007171336946038831,-0.0037768055325949246,False
db15k,db15k_native_adamf,74,132,22,528,0.4772727272727273,-0.005874320210028355,0.0024844747558038878,0.020123147746437364,-0.025437929932487197,0.002935896206558928,False
db15k,db15k_native_adamf,75,102,17,408,0.23529411764705882,-0.02083890128633597,0.11287715026284238,0.08501974838849724,0.027924582811624243,-0.03979858559069077,False
db15k,db15k_native_adamf,76,1104,184,4416,0.4846014492753623,-0.007231743357773641,0.09740669768854003,0.034854415999459376,0.040870627683778527,0.00849701282804269,True
db15k,db15k_native_adamf,78,96,16,384,0.09375,-0.018329189618252115,0.06615875034774424,-0.012835521433058564,0.04626498432655779,-0.0035087719298245576,False
db15k,db15k_native_adamf,79,78,13,312,0.41025641025641024,0.004470090150379962,0.20239149056647068,0.08050423131863554,0.10247042886355615,0.019057656755097865,True
db15k,db15k_native_adamf,80,378,63,1512,0.4973544973544973,-0.009773408266996108,-0.11335648059740266,-0.04536126665860657,-0.003483988685685946,-0.018343005732523794,False
db15k,db15k_native_adamf,81,498,83,1992,0.5662650602409639,0.010671178020249066,0.0492246366299905,0.03336395554689142,0.009921896713121381,0.031185875963743892,True
db15k,db15k_native_adamf,82,114,19,456,0.23684210526315788,-0.028116726098620745,0.038510918752155204,0.1293030332312245,-0.036117938104902936,-0.003467951360166497,False
db15k,db15k_native_adamf,83,144,24,576,0.2569444444444444,-0.02419680837045889,0.06928129898951317,0.010356094535957594,0.03811903756226431,-0.02870689665134544,False
db15k,db15k_native_adamf,84,96,16,384,0.46875,-0.006273480507458205,0.05863104299643868,0.03050085125288704,0.050537770978193425,-0.038474087826614274,False
db15k,db15k_native_adamf,87,1260,210,5040,0.5301587301587302,-0.0031264424093722268,0.033761997575509774,0.03552911280323362,0.011043584692557507,-0.01172258951161837,False
db15k,db15k_native_adamf,89,1284,214,5136,0.5996884735202492,0.0008685108097695385,0.003182530850005499,0.009086558190229077,0.02016704231114036,0.0010097065215072933,True
db15k,db15k_native_adamf,90,1110,185,4440,0.209009009009009,-0.028014869747294634,0.1804381826607238,0.09969999409354585,0.09213035599316913,-0.0013252324863216468,False
db15k,db15k_native_adamf,91,1056,176,4224,0.16382575757575757,-0.03708965984208596,0.2077851875102297,0.10111928204360177,0.07756444533161178,-0.01252956904520912,False
db15k,db15k_native_adamf,92,168,28,672,0.2261904761904762,-0.019929753093997297,0.08278517103798079,0.0645712773158251,0.019215486361392406,-0.028920302580699032,False
db15k,db15k_native_adamf,95,726,121,2904,0.43112947658402206,-0.011697707364102066,0.08146395590831579,0.06530394103996628,0.031024698757635333,0.0012177605328888752,True
db15k,db15k_native_adamf,97,234,39,936,0.41025641025641024,-0.002078037422769296,0.10807460664915415,0.042600879750961995,0.08642210344983148,0.004093555210374764,True
db15k,db15k_native_adamf,98,126,21,504,0.373015873015873,-0.00552231510700347,-0.05586284782602286,0.017173780520122306,0.0229687068408696,-0.010793265610779135,False
db15k,db15k_native_adamf,99,150,25,600,0.4066666666666667,-0.014783231652457646,0.048928451858311,0.02346774384636341,0.047866100593889516,-0.021536388545531485,False
db15k,db15k_native_adamf,100,78,13,312,0.6794871794871795,-0.01724180749709567,-0.03906795123121011,-0.04112571332225623,0.007422000976096466,-0.011030944778435452,False
db15k,db15k_native_adamf,102,678,113,2712,0.2920353982300885,-0.024589894831159545,0.08638898189026892,0.0860380141242606,0.017952665639895865,-0.01256971900235744,False
db15k,db15k_native_adamf,103,528,88,2112,0.42803030303030304,-0.013221835111973576,0.03750392489871871,0.04410087779252608,0.03509629737491085,-0.012891984281446445,False
db15k,db15k_native_adamf,104,768,128,3072,0.3515625,-0.012520558769673507,0.08686443944221736,0.0674239043895456,-0.013881729197653306,0.002890908585838204,False
db15k,db15k_native_adamf,105,576,96,2304,0.2152777777777778,-0.027698071769265933,0.0737280816376958,0.03861940658590782,0.011922890077204151,-0.03214024124626711,False
db15k,db15k_native_adamf,106,126,21,504,0.4444444444444444,0.001594433942709582,0.019646191189437088,0.1032612332249157,-0.010899006539767359,0.013710162598842592,False
db15k,db15k_native_adamf,108,138,23,552,0.6739130434782609,-0.00806976828878459,0.0937529356003595,0.0009795401965136952,0.03486835529720661,0.010085354896756339,True
db15k,db15k_native_adamf,110,204,34,816,0.18137254901960784,-0.00038065541053833605,0.07398514083408578,0.03005379306220378,0.06297732549462243,0.007584412626512908,True
db15k,db15k_native_adamf,111,840,140,3360,0.44166666666666665,-0.011112333304818815,0.13239207949756876,0.12279480352814487,0.005004333089069002,-0.00031919271093495104,False
db15k,db15k_native_adamf,113,90,15,360,0.4888888888888889,0.004159799519331302,0.12124954155554318,0.10479081492021997,0.02912452711443078,0.046930088165976026,True
db15k,db15k_native_adamf,117,474,79,1896,0.25316455696202533,-0.012333019623233582,0.002453489393457979,-0.0021200111075017347,0.030054675393383135,-0.013587941404578965,False
db15k,db15k_native_adamf,122,156,26,624,0.46153846153846156,-0.008662557066267378,0.14293692510664754,0.07336997195732303,0.01341873422744888,0.03540743009800311,True
db15k,db15k_native_adamf,132,84,14,336,0.6904761904761905,0.00818783838752006,0.05600023418501898,-0.009871479494221735,0.028533450909371455,0.018365374147994648,False
db15k,db15k_native_adamf,134,114,19,456,0.16666666666666666,-0.010228976999847704,-0.02921406260265849,-0.02088572595579248,0.04060533088468016,-0.025414078674948243,False
db15k,db15k_native_adamf,145,90,15,360,0.4,-0.016432189897631542,0.045872490846633945,-0.012545343187352953,0.04088748609405518,0.005821707391907773,False
db15k,db15k_native_adamf,146,84,14,336,0.4523809523809524,-0.009307500206386026,0.10377299485801655,0.09843855052877382,0.04728993852755134,0.016421114348704996,True
db15k,db15k_native_adamf,152,132,22,528,0.3787878787878788,-0.04356434009568699,0.33585527358067196,0.29293767904946105,0.029993719430437604,0.0010955213180377401,True
db15k,db15k_native_adamf,156,96,16,384,0.1875,-0.019431597927622866,0.1425172967623787,0.016456435579661338,0.07716418864693836,0.026881686757431113,True
db15k,db15k_native_adamf,177,300,50,1200,0.7066666666666667,0.0035864180399615957,0.11992542352689542,0.03822563936851331,0.024817034577230668,0.015383394563833756,True
db15k,db15k_native_adamf,179,66,11,264,0.7575757575757576,0.0018582278425452097,0.2650750821360875,0.09176802618335178,0.09809114205648842,0.024245539469380333,True
db15k,db15k_native_adamf,225,102,17,408,0.13725490196078433,-0.051840426604928734,0.09078615006675832,0.017005682509991737,0.10088307718686737,-0.04122912903400708,False
db15k,db15k_native_adamf,226,90,15,360,0.14444444444444443,-0.030568925651564122,0.1342301629968234,0.0675259629980532,0.05607980948054017,-0.014850153081542139,False
db15k,db15k_native_adamf,278,6252,1042,25008,0.3603646833013436,-0.005408675590349354,0.009272821488566382,0.000740819058722253,-0.016489638099335624,-0.009159474999438246,False
