pair,label,split,method,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
db15k_mhyper_native,D-N,test,Linear-p,59412,4678.0,667.0,1804.0,0.3746204996561993,5.3840868420943324e-05,0.011226688211135797,0.14258230012825995,0.07873830202652662,0.00022132379581248361,0.00027516466423342705,0.003987409950851718
db15k_mhyper_native,D-N,test,Clip-g,59412,4678.0,847.0,2027.0,0.37449844191802073,-6.821686975766071e-05,0.014256379182656702,0.18106028217186831,0.07873830202652662,0.0006082746246545745,0.0005400577548969138,0.008113680737898135
db15k_mhyper_native,D-N,test,Shrink-fixed,59412,11156.0,2897.0,3814.0,0.3743339094437268,-0.00023274934405160806,0.04876119302497812,0.2596808892076013,0.1877735137682623,0.0010001378712985562,0.0007673885272469478,0.01650592472901077
db15k_mhyper_native,D-N,test,Radius-1,59412,4678.0,1344.0,2170.0,0.37425258616284024,-0.0003140726249381726,0.02262169258735609,0.28730226592560926,0.07873830202652662,0.0022235277155041107,0.0019094550905659376,0.036019659328081814
db15k_mhyper_native,D-N,test,No-gate,59412,20143.0,3164.0,7799.0,0.3744195098595692,-0.00014714892820924405,0.05325523463273413,0.15707690016382864,0.3390392513296977,0.0014720283751591021,0.001324879446949859,0.021362687672523906
db15k_mhyper_native,D-N,test,Global,59412,0.0,0.0,0.0,0.3745666587877784,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_adamf,D-A,dev_oof,ADC,47532,173.0,44.0,99.0,0.38262345634737344,3.644332326432076e-05,0.0009256921652781284,0.2543352601156069,0.003639653286207187,0.00012457054044366276,0.00016101386370798347,0.0008794075570142218
db15k_mhyper_adamf,D-A,dev_oof,Center-0.5,47532,2043.0,1239.0,728.0,0.3827347576211583,0.0001477445970491354,0.026066649835900024,0.6064610866372981,0.04298157031052764,0.00024516559414333397,0.0003929101911924694,0.012933392241016597
db15k_mhyper_adamf,D-A,dev_oof,Linear-p,47532,173.0,34.0,102.0,0.3826117072645575,2.469424044840192e-05,0.000715307582260372,0.19653179190751446,0.003639653286207187,8.713128985371704e-05,0.00011182553030211896,0.0004586383909787091
db15k_mhyper_adamf,D-A,dev_oof,Clip-g,47532,173.0,46.0,101.0,0.3826518391599178,6.48261358086787e-05,0.0009677690818816798,0.2658959537572254,0.003639653286207187,0.00010394648221110787,0.00016877261801978655,0.001009845998485231
