pair,label,split,method,seed,direction,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
mkgw_mhyper_native,W-N,dev_oof,Center-0.5,3,tail,4276,2378.0,428.0,267.0,0.5206809866592086,0.006101403241606492,0.10009354536950421,0.17998317914213624,0.5561272217025257,0.004076523768612628,0.010177927010219119,0.08399204864359214
mkgw_mhyper_native,W-N,dev_oof,Linear-p,1,head,4276,2836.0,655.0,1463.0,0.19553401350051494,0.0015141136941759707,0.15318054256314312,0.23095909732016925,0.6632366697848456,0.002066972094142602,0.0035810857883185727,0.07685921421889613
mkgw_mhyper_native,W-N,dev_oof,Linear-p,1,tail,4276,2501.0,456.0,222.0,0.5237354016185729,0.0034875094554906185,0.10664172123479888,0.18232706917233107,0.5848924228250701,0.004240718103703638,0.007728227559194256,0.06565715622076715
mkgw_mhyper_native,W-N,dev_oof,Linear-p,2,head,4276,2637.0,658.0,1326.0,0.19025331365040674,-0.0003787389630001871,0.1538821328344247,0.24952597648843383,0.6166978484565014,0.0025207760118172375,0.0021420370488170505,0.06203227315247917
mkgw_mhyper_native,W-N,dev_oof,Linear-p,2,tail,4276,2937.0,592.0,230.0,0.5205078683998977,0.0007043623263212571,0.1384471468662301,0.20156622403813415,0.6868568755846586,0.0075727092172282896,0.008277071543549546,0.08015668849391958
mkgw_mhyper_native,W-N,dev_oof,Linear-p,3,head,4276,2824.0,647.0,1470.0,0.19644508938120753,0.0012270130610657097,0.15130963517305893,0.22910764872521247,0.6604303086997194,0.0020728943441900094,0.0032999074052557174,0.0751987839101964
mkgw_mhyper_native,W-N,dev_oof,Linear-p,3,tail,4276,2503.0,444.0,276.0,0.5206217581338609,0.0060421747162587944,0.1038353601496726,0.17738713543747503,0.5853601496725912,0.004070774056809452,0.010112948773068248,0.06531805425631439
mkgw_mhyper_native,W-N,dev_oof,Clip-g,1,head,4276,2836.0,754.0,1470.0,0.1956412532352185,0.0016213534288795361,0.17633302151543498,0.26586741889985893,0.6632366697848456,0.004211394093770643,0.00583274752265018,0.1553671655753041
mkgw_mhyper_native,W-N,dev_oof,Clip-g,1,tail,4276,2501.0,515.0,239.0,0.5226801883557026,0.0024322961926202665,0.12043966323666978,0.20591763294682128,0.5848924228250701,0.006032524345904754,0.00846482053852502,0.1322497661365763
mkgw_mhyper_native,W-N,dev_oof,Clip-g,2,head,4276,2637.0,708.0,1350.0,0.19158678601142243,0.0009547333980155068,0.16557530402245088,0.2684869169510808,0.6166978484565014,0.0027676770162419276,0.003722410414257434,0.124450420954163
mkgw_mhyper_native,W-N,dev_oof,Clip-g,2,tail,4276,2937.0,673.0,277.0,0.5241832087898071,0.004379702716230616,0.15739008419083256,0.22914538644875723,0.6868568755846586,0.007697832554150731,0.012077535270381344,0.16225444340505157
mkgw_mhyper_native,W-N,dev_oof,Clip-g,3,head,4276,2824.0,735.0,1505.0,0.19712927253768037,0.0019111962175385481,0.17188961646398504,0.26026912181303113,0.6604303086997194,0.003303978669998978,0.0052151748875375265,0.15086529466791393
mkgw_mhyper_native,W-N,dev_oof,Clip-g,3,tail,4276,2503.0,494.0,312.0,0.5226778192664121,0.008098235848809945,0.11552853133769879,0.19736316420295646,0.5853601496725912,0.005238286638770311,0.013336522487580256,0.1320743685687559
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,1,head,4276,2472.0,519.0,1372.0,0.19497490084196892,0.0009550010356299573,0.12137511693171188,0.2099514563106796,0.578110383536015,0.001710796573077708,0.002665797608707665,0.051297942001871176
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,1,tail,4276,1102.0,155.0,108.0,0.5203219548016721,7.406263858976779e-05,0.0362488306828812,0.14065335753176045,0.2577174929840973,0.001988136213617169,0.002062198852206937,0.014745088868100999
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,2,head,4276,2180.0,441.0,1215.0,0.1912075434580265,0.0005754908446195682,0.10313376987839101,0.20229357798165137,0.509822263797942,0.0008736533744320537,0.0014491442190516218,0.03937090739008436
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,2,tail,4276,1331.0,220.0,98.0,0.519378441812935,-0.0004250642606415008,0.05144995322731525,0.1652892561983471,0.31127221702525726,0.0039008585661234104,0.0034757943054819097,0.01742282507015902
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,3,head,4276,2477.0,512.0,1391.0,0.1960035991865312,0.0007855228663893767,0.11973807296538821,0.2067016552280985,0.5792797006548176,0.001725131173617547,0.002510654040006923,0.050841908325538136
mkgw_mhyper_native,W-N,dev_oof,Shrink-fixed,3,tail,4276,1122.0,152.0,150.0,0.5161923260334309,0.0016127426158287818,0.03554724041159962,0.1354723707664884,0.2623947614593078,0.002105572245031797,0.0037183148608605785,0.015072497661365737
mkgw_mhyper_native,W-N,dev_oof,Radius-1,1,head,4276,2836.0,889.0,1420.0,0.19647963424535073,0.0024597344390117604,0.20790458372310572,0.31346967559943584,0.6632366697848456,0.0077032563815674915,0.010162990820579254,0.27501169317118807
mkgw_mhyper_native,W-N,dev_oof,Radius-1,1,tail,4276,2501.0,563.0,257.0,0.524319773060028,0.004071880896945637,0.13166510757717492,0.22510995601759295,0.5848924228250701,0.005994550795716817,0.010066431692662454,0.21209073900841943
mkgw_mhyper_native,W-N,dev_oof,Radius-1,2,head,4276,2637.0,829.0,1301.0,0.19184400778004493,0.0012119551666380022,0.19387277829747426,0.3143723928706864,0.6166978484565014,0.005188627306249023,0.006400582472887024,0.22194808231992547
