split,dataset,pair,beta,beta_role,is_dev_locked_beta,seed,direction,n_observations,mrr,global_mrr,delta_mrr_vs_global,harmful_query_rate,mean_harm,beneficial_query_rate,changed_alpha_rate,fallback_rate,mean_abs_alpha_deviation,p95_abs_alpha_deviation,saturation_rate,n_harmful,n_beneficial,n_unchanged
dev,DB15K,M-Hyper + NativE,0.45,formal_dev_candidate,False,pooled,head,23766,0.24523700722413083,0.24351429823048043,0.0017227089936504025,0.14247243961962466,0.03022009174365696,0.3192796431877472,0.6090633678364049,0.0,0.09775940419086089,0.25,0.3631658672052512,3386,7588,12792
dev,DB15K,M-Hyper + NativE,0.45,formal_dev_candidate,False,pooled,tail,23766,0.5223636287539933,0.5216597278177378,0.000703900936255407,0.0489775309265337,0.044245640429887476,0.12475805772952958,0.2884372633173441,0.0,0.03066986451232854,0.15000000000000002,0.6647732054195069,1164,2965,19637
dev,DB15K,M-Hyper + NativE,0.5,formal_dev_candidate,True,pooled,head,23766,0.24543204369386182,0.24351429823048043,0.0019177454633814077,0.14621728519734073,0.03142633677452913,0.32302448876546325,0.6126399057477068,0.0,0.10854582176218126,0.25,0.3631658672052512,3475,7677,12614
dev,DB15K,M-Hyper + NativE,0.5,formal_dev_candidate,True,pooled,tail,23766,0.5224203554762709,0.5216597278177378,0.0007606276585329924,0.05129176133972903,0.047661847197894174,0.1276613649751746,0.2936127240595809,0.0,0.03412017167381975,0.15000000000000002,0.6647732054195069,1219,3034,19513
dev,DB15K,M-Hyper + NativE,1.0,no_local_bound_diagnostic,False,pooled,head,23766,0.24619799258916705,0.24351429823048043,0.002683694358686632,0.17907935706471428,0.05304795462251991,0.3337961794159724,0.6257679037280148,0.0,0.21736093579062526,0.55,0.3631658672052512,4256,7933,11577
dev,DB15K,M-Hyper + NativE,1.0,no_local_bound_diagnostic,False,pooled,tail,23766,0.5233306797247331,0.5216597278177378,0.001670951906995277,0.06837498948077085,0.0673090692166386,0.14689051586299756,0.3141883362787175,0.0,0.06835184717663889,0.35,0.6647732054195069,1625,3491,18650
dev,DB15K,M-Hyper + AdaMF-MAT,0.05,formal_dev_candidate,False,pooled,head,23766,0.24356480462792834,0.24351429823048043,5.050639744792823e-05,0.022258688883278633,0.012708372906392894,0.06303122107211984,0.1027097534292687,0.6659092821678028,0.00513548767146344,0.050000000000000044,0.42548178069511067,529,1498,21739
dev,DB15K,M-Hyper + AdaMF-MAT,0.05,formal_dev_candidate,False,pooled,tail,23766,0.5216842477299801,0.5216597278177378,2.4519912242260647e-05,0.005596229908272321,0.03299043973986019,0.024278380880249095,0.03828999410923167,0.6793738954809392,0.0019144997054615855,0.0,0.6064125220903812,133,577,23056
dev,DB15K,M-Hyper + AdaMF-MAT,0.1,formal_dev_candidate,False,pooled,head,23766,0.24359773701287618,0.24351429823048043,8.343878239575095e-05,0.022426996549692838,0.01281364139748739,0.06298914415551628,0.1027097534292687,0.6659092821678028,0.005453168391820251,0.050000000000000044,0.42548178069511067,533,1497,21736
dev,DB15K,M-Hyper + AdaMF-MAT,0.1,formal_dev_candidate,False,pooled,tail,23766,0.5217001291224377,0.5216597278177378,4.040130469981466e-05,0.00555415299166877,0.03443745358788838,0.024320457796852647,0.03828999410923167,0.6793738954809392,0.0021648573592527153,0.0,0.6064125220903812,132,578,23056
