dataset,pair,method,seed,repetition,measurement_scope,n_queries,n_test_queries_available,entity_count,primary_query_batch_size,secondary_query_batch_size,outer_query_batch_size,primary_params,secondary_params,base_params,combiner_params,feature_computation_s,combiner_inference_s,score_combination_s,combiner_only_overhead_s,scoring_s,total_s,queries_per_second,peak_gpu_memory_mb,peak_cpu_memory_mb,result_checksum
MKG-W,M-Hyper + NativE,Primary only,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.5107783999994808,0.5162223000002086,991.8207717872573,1778.1123046875,1072.52734375,337236.0
MKG-W,M-Hyper + NativE,Primary only,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.44631149999941044,0.45103740000013204,1135.1608536228928,1778.1123046875,1072.58984375,337236.0
MKG-W,M-Hyper + NativE,Primary only,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.45469170000001213,0.45951739999986785,1114.2124324348702,1778.1123046875,1072.63671875,337236.0
MKG-W,M-Hyper + NativE,Primary only,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.5048229999999876,0.5100519999998596,1003.8192184329067,1778.1123046875,1072.59375,337236.0
MKG-W,M-Hyper + NativE,Primary only,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.5069500999993579,0.5124572999998236,999.1076329680078,1778.1123046875,1072.59375,337236.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.14392259999999624,0.0003800999995746679,0.10008670000001985,0.24438939999959075,3.58248399999934,3.8350701000001663,133.50473046111406,3942.5458984375,1253.890625,297019.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.1311335999998846,0.0003700000002027082,0.08483530000012252,0.21633890000020983,3.5849106000000575,3.809186800000134,134.4118907479103,3942.5458984375,1253.90625,297019.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.13336950000007164,0.00041909999981726287,0.09696450000046752,0.23075310000035643,3.7770638999995754,4.016836400000102,127.4634934098852,3942.5458984375,1254.703125,297019.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.16535979999980555,0.0003429000007599825,0.09693360000005669,0.2626363000006222,4.124587200000406,4.3959001999999145,116.47216194762792,3942.5458984375,1254.6328125,297019.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.21929390000013882,0.0005048999998962245,0.11268839999979718,0.33248719999983223,3.990206800000351,4.333337000000029,118.1537461775986,3942.5458984375,1254.68359375,297019.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.27909389999945233,0.02513979999912408,0.10497560000044359,0.40920929999902,4.149462200000016,4.5699838000000454,112.03540809050459,3942.55419921875,1241.25,339631.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.2709182000000965,0.020523500000081185,0.0973928999992495,0.38883459999942716,5.091965399999708,5.491359800000055,93.23737992910151,3942.55419921875,1241.31640625,339631.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.24679349999996703,0.01697829999966416,0.09902869999950781,0.362800499999139,4.394937000000027,4.768553099999963,107.37009513430898,3942.55419921875,1242.30078125,339631.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.22001990000057958,0.01688479999916126,0.10311360000059722,0.34001830000033806,4.344545400000015,4.693049099999826,109.09751615426718,3942.55419921875,1242.29296875,339631.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.21852910000029624,0.014577499999631982,0.09248609999986002,0.32559269999978824,4.623791700000083,4.957619000000022,103.27538279968624,3942.55419921875,1242.2421875,339631.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.4816034999992098,0.07047099999977036,0.09397939999939808,0.6460538999983783,5.294641399999364,5.9489750000000186,86.06524653406653,3942.5458984375,1262.11328125,299390.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.49529950000010103,0.08727840000051401,0.11822269999993296,0.700800600000548,4.833015199999636,5.545455400000037,92.32785462488735,3942.5458984375,1263.06640625,299390.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.5516253000000688,0.08071489999997539,0.09877350000033402,0.7311137000003782,5.193381599999839,5.933663600000045,86.2873318264952,3942.5458984375,1263.41015625,299390.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.46863739999957943,0.07035129999985656,0.08914340000023913,0.6281320999996751,5.5664214000003085,6.2028272000000015,82.54300555075916,3942.5458984375,1263.6328125,299390.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.4875050000000556,0.07278980000023694,0.10118439999996554,0.6614792000002581,5.396249899999475,6.065843699999959,84.40705453719545,3942.5458984375,1263.640625,299390.0
MKG-W,M-Hyper + NativE,Primary only,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.49992130000032375,0.5048735000000306,1014.1154170301451,1778.1123046875,1075.23046875,387560.0
MKG-W,M-Hyper + NativE,Primary only,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.4566099999999551,0.461332000000084,1109.8297971957436,1778.1123046875,1075.23046875,387560.0
MKG-W,M-Hyper + NativE,Primary only,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.45427139999924293,0.4588800999999876,1115.7598684275345,1778.1123046875,1075.19140625,387560.0
MKG-W,M-Hyper + NativE,Primary only,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.46647880000045916,0.4713297999999213,1086.2881998975781,1778.1123046875,1075.21484375,387560.0
MKG-W,M-Hyper + NativE,Primary only,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.45405790000040724,0.45872620000000097,1116.1341994418433,1778.1123046875,1075.23828125,387560.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.12087870000004841,0.0003677000013340148,0.08119660000102158,0.202443000002404,4.1239124000017,4.3336395000001176,118.14549871995261,3942.5458984375,1263.01171875,327187.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.15160760000162554,0.00038679999988744385,0.09357220000038069,0.24556660000189368,4.25506710000036,4.508832099999836,113.55490482779757,3942.5458984375,1264.69921875,327187.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.1781598000015947,0.0005012000010538031,0.12142060000132915,0.30008160000397766,4.383231400000113,4.693443599999682,109.08834613460246,3942.5458984375,1265.48046875,327187.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.15015350000066974,0.0003815000009126379,0.10235980000061318,0.25289480000219555,5.061307199999192,5.32577399999991,96.13626113312517,3942.5458984375,1265.48828125,327187.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.1372040999995079,0.0003341999999975087,0.09083139999984269,0.22836969999934809,4.752024600000368,4.988286000000244,102.64046608393645,3942.5458984375,1265.49609375,327187.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.2622407000003477,0.017048399998202513,0.14381799999955547,0.4231070999981057,5.669338499998958,6.103845099999944,83.88155197450942,3942.55419921875,1241.1796875,309464.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.23354979999885472,0.01663899999948626,0.10760489999938727,0.35779369999772825,4.4951602999994975,4.863648699999885,105.27076102351144,3942.55419921875,1241.8671875,309464.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.2537188000005699,0.016814700000395533,0.09938339999916934,0.3699169000001348,5.1300900999995065,5.510634100000061,92.91126768877548,3942.55419921875,1241.9296875,309464.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.47947670000030485,0.030511500000102387,0.1508591000006163,0.6608473000010235,6.095466200000828,6.772502499999973,75.59982443712676,3942.55419921875,1241.9140625,309464.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.5469216000001325,0.0345047999999224,0.23759490000020378,0.8190213000002586,6.283831399999599,7.1239433000000645,71.87030811994185,3942.55419921875,1240.12890625,309464.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.42218780000030165,0.07455660000050557,0.08778889999939565,0.5845333000002029,4.768775500000629,5.362451599999986,95.47871723448309,3942.5458984375,1243.1328125,318052.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.5063844999990579,0.07513209999933679,0.10125440000138042,0.6827709999997751,4.234172599999965,4.9272344999999405,103.9122452970335,3942.5458984375,1244.1328125,318052.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.5106452999993962,0.07671319999963089,0.1063814000012826,0.6937399000003097,6.032749300000887,6.736517800000001,76.00365874487854,3942.5458984375,1244.19921875,318052.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.49220569999988584,0.06613369999922725,0.0917832999998609,0.650122699998974,5.605899100000443,6.264704299999721,81.72772017348413,3942.5458984375,1244.30078125,318052.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.38730759999907605,0.0637896000002911,0.08948160000045391,0.5405787999998211,4.9556504999991375,5.5041189000003214,93.02124632517842,3942.5458984375,1244.3125,318052.0
MKG-W,M-Hyper + NativE,Primary only,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.4442298000003575,0.4487659999999778,1140.9063966522092,1778.1123046875,1075.58984375,367483.0
MKG-W,M-Hyper + NativE,Primary only,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.5242974000007052,0.529453999999987,967.0339632905079,1778.1123046875,1075.609375,367483.0
MKG-W,M-Hyper + NativE,Primary only,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.46548310000025594,0.47016560000020036,1088.9780111513514,1778.1123046875,1075.609375,367483.0
MKG-W,M-Hyper + NativE,Primary only,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.483304799999587,0.48827280000023165,1048.5941465503652,1778.1123046875,1075.66796875,367483.0
MKG-W,M-Hyper + NativE,Primary only,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,,32,20686933,0,20686933,0,0.0,0.0,0.0,0.0,0.4581632999993417,0.46277950000012424,1106.3584277174389,1778.1123046875,1075.61328125,367483.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.1362927000000127,0.0004011999990325421,0.09802029999991646,0.2347141999989617,4.140735600000426,4.384302999999818,116.78024990517791,3942.5458984375,1238.6640625,318539.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.16771939999989627,0.00043359999972381047,0.10547460000088904,0.2736276000005091,4.257368800001586,4.541307800000141,112.74285350136014,3942.5458984375,1238.6484375,318539.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.16615999999930864,0.000435399999787478,0.09992629999896963,0.26652169999806574,4.271325299998807,4.547404099999767,112.59170919075044,3942.5458984375,1239.3359375,318539.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.14662670000097933,0.0003968999990320299,0.09401239999942845,0.2410359999994398,4.779113999999481,5.028932799999893,101.81086531918082,3942.5458984375,1239.359375,318539.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Global alpha,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,0,0.12839619999977003,0.00036489999956756947,0.08936000000039712,0.21812109999973472,5.030910700000277,5.2579781000004004,97.37583349766348,3942.5458984375,1239.43359375,318539.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.2115422000001672,0.01572370000076262,0.08672110000043176,0.3139870000013616,4.3113897000007455,4.634517599999981,110.47535993821711,3942.55419921875,1262.578125,336772.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.19394820000024993,0.015871600000082253,0.0847447999999531,0.2945646000002853,4.372768300000189,4.675457800000004,109.5079929926861,3942.55419921875,1263.30078125,336772.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.22652789999983725,0.017784299999675568,0.09770080000089365,0.34201300000040646,4.752859400000943,5.106231499999922,100.26964112379312,3942.55419921875,1263.50390625,336772.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.23688160000074276,0.018672300000616815,0.0949414999995497,0.3504954000009093,4.614341800001512,4.977189299999736,102.86930416731931,3942.55419921875,1263.44921875,336772.0
MKG-W,M-Hyper + NativE,Primary + Secondary + DynaSemble,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,369,0.21214530000088416,0.016389100000651524,0.09908150000092064,0.32761590000245633,4.995806300000368,5.334032100000059,95.9874238477107,3942.55419921875,1263.546875,336772.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.4966985000010027,0.06798590000062177,0.09491080000043439,0.6595952000020588,5.02987929999972,5.704775000000154,89.74937661870734,3942.5458984375,1245.5625,322992.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.43926100000044244,0.06975710000006075,0.08995510000022477,0.598973200000728,4.363494999999148,4.970576000000165,103.0061707134109,3942.5458984375,1245.56640625,322992.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.41484429999900385,0.06322529999988546,0.10782280000057654,0.5858923999994659,4.534076600001299,5.128450499999872,99.83522313416358,3942.5458984375,1245.62890625,322992.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.4861007999998037,0.07975840000017342,0.10748090000106458,0.6733401000010417,5.154773400000067,5.83759770000006,87.70731151959902,3942.5458984375,1247.96875,322992.0
MKG-W,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,8548,15000,32,32,32,20686933,8428419,29115352,14,0.42625410000164266,0.07326540000030946,0.09910489999992933,0.5986244000018814,4.503964300000007,5.11171639999975,100.16205124369283,3942.5458984375,1247.9765625,322992.0
DB15K,M-Hyper + NativE,Primary only,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.47279080000043905,0.4777883000001566,1071.6043067606138,1748.44970703125,1113.64453125,309324.0
DB15K,M-Hyper + NativE,Primary only,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.5207320000008622,0.5265107000000171,972.4398763405632,1748.44970703125,1113.64453125,309324.0
DB15K,M-Hyper + NativE,Primary only,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4729119000007813,0.47950499999979,1067.767802213166,1748.44970703125,1113.64453125,309324.0
DB15K,M-Hyper + NativE,Primary only,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.5347341000001506,0.5405830999998216,947.1254280797327,1748.44970703125,1113.62109375,309324.0
DB15K,M-Hyper + NativE,Primary only,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.49431869999943956,0.5001031000001603,1023.7888947295785,1748.44970703125,1113.64453125,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + Global alpha,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,0,0.18655160000025717,0.00036189999991620425,0.0825580999999147,0.2694716000000881,3.617602399999214,3.8973080000000664,131.37273215255024,3902.4482421875,1293.2890625,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + Global alpha,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,0,0.17818930000066757,0.00041160000046147616,0.08344159999978729,0.26204250000091633,3.7658958000001803,4.03780370000004,126.80160751747165,3902.4482421875,1293.4296875,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + Global alpha,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,0,0.1497963000006166,0.0003787999999076419,0.08235590000003867,0.23253100000056293,4.157014899999922,4.397862199999963,116.42020070569839,3902.4482421875,1294.05078125,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + Global alpha,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,0,0.15495710000050167,0.0003806000013355515,0.07816239999965546,0.23350010000149268,3.628122899999198,3.8696415999997953,132.31199499199798,3902.4482421875,1294.00390625,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + Global alpha,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,0,0.1418610999990051,0.0003842999994958518,0.09405350000042745,0.2362988999989284,4.2845571000002565,4.529889500000081,113.02703962204615,3902.4482421875,1294.08203125,309324.0
DB15K,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,369,0.21227890000091065,0.015580899999804387,0.0785528999995222,0.30641270000023724,3.4491286999991644,3.765511100000367,135.97091773277472,3902.45654296875,1299.76171875,444894.0
DB15K,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,369,0.1989253000001554,0.015884599999480997,0.07870410000077754,0.29351400000041394,3.88620260000107,4.18815050000012,122.2496660518731,3902.45654296875,1299.77734375,444894.0
DB15K,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,369,0.22676360000059503,0.01674010000033377,0.08862360000102854,0.33212730000195734,3.7150916999999026,4.056522899999891,126.21646977514013,3902.45654296875,1300.69921875,444894.0
DB15K,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,369,0.22539610000012544,0.015359799999714596,0.07746410000072501,0.31822000000056505,3.9153583000011167,4.244032399999924,120.63998380408434,3902.45654296875,1300.69921875,444894.0
DB15K,M-Hyper + NativE,Primary + Secondary + DynaSemble,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,369,0.27810449999969933,0.01642780000111088,0.09716310000021622,0.39169540000102643,4.26451680000082,4.6676173000000745,109.69194068245308,3902.45654296875,1300.69921875,444894.0
DB15K,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,14,0.442519199999424,0.06722429999990709,0.07547930000009728,0.5852227999994284,3.724371300000257,4.329436999999871,118.26018024976811,3902.4482421875,1267.9140625,302356.0
DB15K,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,14,0.4956710999990719,0.07833709999886196,0.09432109999988825,0.6683292999978221,3.9155112000012195,4.594111200000043,111.44701939299928,3902.4482421875,1267.53515625,302356.0
DB15K,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,14,0.5378999999984444,0.10103640000079395,0.08964289999994435,0.7285792999991827,4.649243800000477,5.3886937000002035,95.01375073516995,3902.4482421875,1268.765625,302356.0
DB15K,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,14,0.44527910000033444,0.0877146999996512,0.09207680000008622,0.6250706000000719,5.167356099999324,5.803101200000128,88.22868710268033,3902.4482421875,1268.8046875,302356.0
DB15K,M-Hyper + NativE,Primary + Secondary + Anchored Dynamic,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,7377029,25752502,14,0.4462754000005589,0.06436250000160726,0.08391739999979109,0.5945553000019572,3.721528699999908,4.325862499999857,118.35789972520321,3902.4482421875,1268.9453125,302356.0
DB15K,M-Hyper + NativE,Primary only,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.45836250000138534,0.462955200000124,1105.9385443772157,1748.44970703125,1118.9296875,325473.0
DB15K,M-Hyper + NativE,Primary only,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.5001385000014125,0.5047917000001689,1014.279751429805,1748.44970703125,1118.99609375,325473.0
DB15K,M-Hyper + NativE,Primary only,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.461356099999648,0.4660246999997071,1098.6542129640807,1748.44970703125,1118.99609375,325473.0
DB15K,M-Hyper + NativE,Primary only,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.483548599999267,0.4884988000003432,1048.1090229896988,1748.44970703125,1118.99609375,325473.0
