relation_id,relation_name,n_queries,mean_rr_gate,mean_rr_residual,mean_delta_rr,mean_delta_rr_raw,mean_delta_rr_shrunk,fusion_win_rate,struct_win_rate,head_has_img_ratio,tail_no_img_ratio,is_visual_prior
121,rel_0121,24,0.04743650905275775,0.003655424782207768,0.023880591420299992,0.04378108427054999,0.023880591420299992,0.7916666666666666,0.20833333333333334,0.375,0.5,1
122,rel_0122,12,0.10453220970292428,0.004628100081746166,0.0374640411079418,0.09990410962117813,0.0374640411079418,0.75,0.25,0.25,0.5,1
123,rel_0123,180,0.1976487084150575,0.15681646633731847,0.03674901786996512,0.04083224207773902,0.03674901786996512,0.6722222222222223,0.3,0.36666666666666664,0.5,1
124,rel_0124,96,0.10614363966933338,0.45163020973819973,-0.28591992005699285,-0.34548657006886635,-0.28591992005699285,0.4375,0.5416666666666666,0.15625,0.5,0
125,rel_0125,18,0.30324915086900717,0.5000671522737445,-0.09322957961277033,-0.19681800140473737,-0.09322957961277033,0.5,0.2777777777777778,0.16666666666666666,0.5,0
126,rel_0126,6,0.13137245878127193,9.18196256235999e-05,0.030295532112841916,0.1312806391556483,0.030295532112841916,1.0,0.0,0.0,0.5,1
127,rel_0127,12,0.08050208404068696,0.0009860158295941,0.02981852557915983,0.07951606821109287,0.02981852557915983,1.0,0.0,0.25,0.5,1
128,rel_0128,18,0.20327819876435613,0.0005116701027634945,0.09604730305022806,0.2027665286615926,0.09604730305022806,1.0,0.0,0.0,0.5,1
129,rel_0129,12,0.012367330545142179,0.043936708177900845,-0.011838516612284498,-0.03156937763275866,-0.011838516612284498,0.5,0.5,0.25,0.5,0
130,rel_0130,1668,0.14712395555430696,0.4202189396922896,-0.26985926157710705,-0.2730949841379836,-0.26985926157710705,0.29376498800959233,0.6462829736211031,0.3489208633093525,0.5,0
131,rel_0131,6,0.07794255526022038,0.0200622557546406,0.013356992193595338,0.05788029950557979,0.013356992193595338,0.6666666666666666,0.3333333333333333,0.5,0.5,1
132,rel_0132,42,0.2502282671084629,0.3499461931052301,-0.06755085309458424,-0.09971792599676721,-0.06755085309458424,0.4523809523809524,0.4523809523809524,0.2857142857142857,0.5,0
133,rel_0133,18,0.1336476967694418,0.00040631458866511114,0.06311433892773634,0.13324138218077672,0.06311433892773634,1.0,0.0,0.3333333333333333,0.5,1
134,rel_0134,168,0.27241775794588413,0.33684495911618406,-0.05757324359899126,-0.06442720117029975,-0.05757324359899126,0.5714285714285714,0.25595238095238093,0.375,0.5,0
135,rel_0135,6,0.0507931672231447,0.0004438150762773667,0.011619081264661692,0.05034935214686733,0.011619081264661692,1.0,0.0,0.5,0.5,1
