outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
2,w128_lr1e-4_neg2p0,128,0.0001,2.0,152184,0.02174520980564947,0.01812005822197828,0.04693123739513482,0.33228197445197916,0.3568140773980379,0.02453210294605873,0.54819438238764,0.188350943594596,0.18059856135855137,-0.00775238223604463,0.49352455201881656
2,w128_lr1e-4_neg3p0,128,0.0001,3.0,152184,0.02218210438619073,0.018282182473464997,0.03537610065125733,0.33228197445197916,0.358537405814768,0.02625543136278885,0.5532613234915725,0.188350943594596,0.17698736251929365,-0.01136358107530236,0.4772550006308576
2,w128_lr3e-4_neg1p0,128,0.0003,1.0,152184,0.020831409427424237,0.01786338641347666,0.08097427177697486,0.33228197445197916,0.388462245192439,0.05618027074045984,0.5796885000549015,0.188350943594596,0.17143863209305604,-0.01691231150153996,0.47014239920784895
2,w128_lr3e-4_neg1p5,128,0.0003,1.5,152184,0.02101981125068658,0.017916087760150776,0.0549327739307267,0.33228197445197916,0.3627589917041974,0.03047701725221824,0.5519935469377119,0.188350943594596,0.18188930324787522,-0.006461640346720782,0.4933113557120267
2,w128_lr3e-4_neg2p0,128,0.0003,2.0,152184,0.021453336187856643,0.018025763535950475,0.055131641034622265,0.33228197445197916,0.36084457237676215,0.028562597924782995,0.5553759064777241,0.188350943594596,0.18273483819447164,-0.0056161054001243604,0.49553025954569757
2,w128_lr3e-4_neg3p0,128,0.0003,3.0,152184,0.021562876083571932,0.018082644850662334,0.06467865518940674,0.33228197445197916,0.3766199822552383,0.04433800780325914,0.5779394523341591,0.188350943594596,0.17949299926210188,-0.008857944332494122,0.47934652947329537
2,w128_lr1e-3_neg1p0,128,0.001,1.0,152184,0.02081942006654489,0.017853328254966272,0.06120932056779709,0.33228197445197916,0.37175742563507236,0.0394754511830932,0.5572471338840652,0.188350943594596,0.18032229320428286,-0.008028650390313141,0.4779762584365903
2,w128_lr1e-3_neg1p5,128,0.001,1.5,152184,0.020751260636808377,0.01784167489761727,0.0661270749274545,0.33228197445197916,0.3846071551187368,0.05232518066675762,0.5773461538254355,0.188350943594596,0.1729238424743525,-0.015427101120243508,0.4559125811539976
2,w128_lr1e-3_neg2p0,128,0.001,2.0,152184,0.02101695116718107,0.017915163899974454,0.05703629164594716,0.33228197445197916,0.3924286835374486,0.06014670908546943,0.5961908379562695,0.188350943594596,0.16509004981227043,-0.02326089378232557,0.42694151700594996
2,w128_lr1e-3_neg3p0,128,0.001,3.0,152184,0.021478393426133266,0.018071186592846688,0.025933195344613608,0.33228197445197916,0.3463238844738055,0.014041910021826365,0.5420722926750664,0.188350943594596,0.18350591257259083,-0.004845031022005175,0.4855617180597171
