pair,split,method,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_adamf,dev,Query-soft_continuous,25656,0.3323804504390651,0.35282196536677,-0.020441514927704914,0.2615372622388525,0.4364671032117243,0.6980043654505769,0.1425570544113929,0.037283981723590834,0.016842466795885913,1.0,0.48136832687261344
db15k_mhyper_native,dev,Global,47532,0.38258701302410913,0.38258701302410913,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_native,dev,ADC_grid_005,47532,0.3825781938112699,0.38258701302410913,-8.819212839298028e-06,0.01647311285029033,0.04058318606412522,0.05705629891441555,0.0310605272623838,0.0005116635707827677,0.0005028443579434697,0.10113186905663553,0.008514264074728604
db15k_mhyper_native,dev,ADC_grid_001,47532,0.38250194626494316,0.38258701302410913,-8.506675916602124e-05,0.01647311285029033,0.04039383993940924,0.05686695278969957,0.03354442834215689,0.0005525811535788277,0.0004675143944128066,0.10113186905663553,0.008066144912900782
db15k_mhyper_native,dev,ADC_continuous,47532,0.38261663365405285,0.38258701302410913,2.9620629943663633e-05,0.016262728267272573,0.040372801481107466,0.056635529748380035,0.027579506186209378,0.00044851801485188607,0.0004781386447955497,0.10113186905663553,0.00806617570485953
db15k_mhyper_native,dev,Query-soft_grid_005,47532,0.36871434905001393,0.38258701302410913,-0.01387266397409518,0.2992510308844568,0.36114617520828074,0.6603972060927376,0.12196640193536762,0.03649857151242677,0.02262590753833159,1.0,0.49257447614238825
db15k_mhyper_native,dev,Query-soft_grid_001,47532,0.3686802827969987,0.38258701302410913,-0.013906730227110423,0.2995034923840781,0.360746444500547,0.6602499368846251,0.12210359705915212,0.03657045375187431,0.022663723524763885,1.0,0.4930728772195573
db15k_mhyper_native,dev,Query-soft_continuous,47532,0.36840422686797597,0.38258701302410913,-0.014182786156133154,0.29990322309181183,0.36068332912564166,0.6605865522174535,0.12238297109514752,0.03670304748298679,0.022520261326853634,1.0,0.49312928254666427
db15k_mhyper_adamf,dev,Global,47532,0.38258701302410913,0.38258701302410913,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_adamf,dev,ADC_grid_005,47532,0.3826234563473735,0.38258701302410913,3.644332326432074e-05,0.0009256921652781284,0.0020828073718757887,0.0030084995371539172,0.13457015746291312,0.00012457054044366273,0.00016101386370798347,0.003639653286207187,0.0008794075570142221
db15k_mhyper_adamf,dev,ADC_grid_001,47532,0.38263072589962194,0.38258701302410913,4.371287551273288e-05,0.0009467306235799041,0.002061768913574013,0.0030084995371539172,0.12195295413182881,0.00011545659631263775,0.00015916947182537065,0.003639653286207187,0.0008663637128671211
db15k_mhyper_adamf,dev,ADC_continuous,47532,0.3826309879781552,0.38258701302410913,4.397495404605782e-05,0.0009677690818816798,0.002061768913574013,0.003029537995455693,0.13027058526619312,0.0001260718446992528,0.00017004679874531065,0.003639653286207187,0.0008670414276447053
db15k_mhyper_adamf,dev,Query-soft_grid_005,47532,0.3464933102978435,0.38258701302410913,-0.036093702726265636,0.34124379365480095,0.36648994361693177,0.7077337372717327,0.1685706284990988,0.057523680767806576,0.021429978041540943,1.0,0.4941797105108137
db15k_mhyper_adamf,dev,Query-soft_grid_001,47532,0.3467300189385029,0.38258701302410913,-0.03585699408560623,0.34092821678027435,0.3675839434486241,0.7085121602288984,0.16876646429979025,0.057537249726039325,0.021680255640433087,1.0,0.4941784482033157
db15k_mhyper_adamf,dev,Query-soft_continuous,47532,0.34682951435161635,0.38258701302410913,-0.03575749867249274,0.340675755280653,0.36741563578220987,0.7080913910628629,0.16826084737343633,0.05732239126310809,0.02156489259061536,1.0,0.4941601752267602
mkgw_mhyper_native,test,Global,25644,0.36466512265731504,0.36466512265731504,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,test,ADC_grid_005,25644,0.3671117713259244,0.36466512265731504,0.0024466486686093203,0.15149742629854937,0.1941974730931212,0.3456948993916706,0.03606094302748472,0.005463140058562554,0.007909788727171874,0.6332865387615036,0.12098346591795352
mkgw_mhyper_native,test,ADC_grid_001,25644,0.3671702518706571,0.36466512265731504,0.002505129213342056,0.15192637654032132,0.19443144595226955,0.34635782249259084,0.03707281023899,0.005632337727776674,0.008137466941118731,0.6332865387615036,0.12132662611137109
mkgw_mhyper_native,test,ADC_continuous,25644,0.3669934091101804,0.36466512265731504,0.002328286452865429,0.15134144439245048,0.1940414911870223,0.3453829355794728,0.03676173436860288,0.005563573977715949,0.007891860430581378,0.6332865387615036,0.12121731446654761
mkgw_mhyper_native,test,Query-soft_grid_005,25644,0.36654291914622517,0.36466512265731504,0.001877796488910103,0.1635470285446888,0.29020433629698955,0.4537513648416784,0.03282727593084427,0.005368803433706164,0.0072465999226162675,0.7979254406488847,0.0825651224457963
mkgw_mhyper_native,test,Query-soft_grid_001,25644,0.3663043204321027,0.36466512265731504,0.001639197774787626,0.1859304320698799,0.3184760567774138,0.5044064888472937,0.0366837984500009,0.006820634495773058,0.008459832270560685,0.958586803930744,0.08292739042271097
mkgw_mhyper_native,test,Query-soft_continuous,25644,0.3661241603021455,0.36466512265731504,0.0014590376448304827,0.18986897519887694,0.3212837310871939,0.5111527062860708,0.036726307811454736,0.006973186426999417,0.0084322240718299,1.0,0.08293122974633617
mkgw_mhyper_adamf,test,Global,25644,0.3597209394760818,0.3597209394760818,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_adamf,test,ADC_grid_005,25644,0.36073485108823533,0.3597209394760818,0.001013911612153524,0.03618780221494307,0.1380439868975199,0.17423178911246295,0.039379354634442684,0.0014250522968633132,0.0024389639090168372,0.20293245983465918,0.040038605521759474
mkgw_mhyper_adamf,test,ADC_grid_001,25644,0.360802533451187,0.3597209394760818,0.0010815939751052752,0.03622679769146779,0.13812197785056934,0.17434877554203712,0.03962746890118868,0.0014355762989082936,0.0025171702740135688,0.20293245983465918,0.04048432381843706
mkgw_mhyper_adamf,test,ADC_continuous,25644,0.3608688663653337,0.3597209394760818,0.0011479268892519506,0.03618780221494307,0.13843394166276712,0.17462174387771018,0.038575307686626384,0.0013959556049442086,0.002543882494196159,0.20293245983465918,0.04033815188333637
mkgw_mhyper_adamf,test,Query-soft_grid_005,25644,0.34061790965658406,0.3597209394760818,-0.019103029819497762,0.2636094213071284,0.43312275776009984,0.6967321790672282,0.14657061378394465,0.03863739468021626,0.0195343648607185,1.0,0.4828907346747777
mkgw_mhyper_adamf,test,Query-soft_grid_001,25644,0.3406080629381991,0.3597209394760818,-0.01911287653788263,0.2636484167836531,0.4330447668070504,0.6966931835907034,0.14636847985287174,0.03858981798023966,0.019476941442357024,1.0,0.48315629386991105
mkgw_mhyper_adamf,test,Query-soft_continuous,25644,0.3406011850722708,0.3597209394760818,-0.019119754403811015,0.26396038059585086,0.433239744189674,0.6972001247855248,0.14674383142756792,0.038734557593714206,0.019614803189903187,1.0,0.4833456210497221
db15k_mhyper_native,test,Global,59412,0.37456665878777834,0.37456665878777834,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_native,test,ADC_grid_005,59412,0.3744854355331475,0.37456665878777834,-8.12232546308676e-05,0.014239547566148253,0.033983033730559484,0.048222581296707735,0.04336259985729121,0.0006174638032597516,0.000536240548628884,0.07873830202652662,0.007954621961893218
db15k_mhyper_native,test,ADC_grid_001,59412,0.37448265630933864,0.37456665878777834,-8.400247843973096e-05,0.013566282905810275,0.03362956978388204,0.04719585268969232,0.041836783031431034,0.0005675696344733963,0.00048356715603366533,0.07873830202652662,0.007203931865616371
db15k_mhyper_native,test,ADC_continuous,59412,0.3744864596881241,0.37456665878777834,-8.019909965434263e-05,0.013515788056284925,0.03366323301689894,0.04717902107318387,0.041452945659099405,0.0005602692278370837,0.00048007012818274104,0.07873830202652662,0.007195311071421717
db15k_mhyper_native,test,Query-soft_grid_005,59412,0.36099008589554277,0.37456665878777834,-0.013576572892235649,0.3007304921564667,0.3669797347337238,0.6677102268901906,0.11888011024879507,0.035750874062735166,0.022174301170499514,1.0,0.4911171143876658
db15k_mhyper_native,test,Query-soft_grid_001,59412,0.3607828159818456,0.37456665878777834,-0.013783842805932792,0.30145425166633005,0.36713121928229986,0.6685854709486299,0.1195458977704596,0.03603761915217349,0.022253776346240695,1.0,0.4918075472968424
db15k_mhyper_native,test,Query-soft_continuous,59412,0.36160609425383833,0.37456665878777834,-0.01296056453394012,0.2996869319329428,0.3671817141318252,0.666868646064768,0.11739091085554114,0.03518052191111072,0.0222199573771706,1.0,0.49172539285755534
db15k_mhyper_adamf,test,Global,59412,0.37456665878777834,0.37456665878777834,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_adamf,test,ADC_grid_005,59412,0.37477821237709275,0.37456665878777834,0.00021155358931433234,0.0009425705244731704,0.002928701272470208,0.0038712717969433784,0.05127641959475695,4.833164171053642e-05,0.00025988523102486873,0.0044940416077560085,0.0013869252002962366
db15k_mhyper_adamf,test,ADC_grid_001,59412,0.3747888356154968,0.37456665878777834,0.00022217682771840159,0.0009089072914562715,0.0029118696559617585,0.00382077694741803,0.043063792818338595,3.914099529035017e-05,0.0002613178230087517,0.0044940416077560085,0.0013596579815525482
db15k_mhyper_adamf,test,ADC_continuous,59412,0.3747744708023134,0.37456665878777834,0.00020781201453497322,0.0009425705244731704,0.0029455328889786575,0.003888103413451828,0.05043631274224206,4.7539781753947946e-05,0.0002553517962889212,0.0044940416077560085,0.0013585674408688676
db15k_mhyper_adamf,test,Query-soft_grid_005,59412,0.33876015395849934,0.37456665878777834,-0.03580650482927906,0.3455025920689423,0.36777082070962097,0.7132734127785633,0.1651527836806588,0.057060714849068925,0.021254210019789884,1.0,0.4939019053389887
db15k_mhyper_adamf,test,Query-soft_grid_001,59412,0.33883276547234714,0.37456665878777834,-0.03573389331543131,0.3453342759038578,0.36837675890392513,0.713711034807783,0.16522576835904748,0.0570581210769302,0.021324227761498896,1.0,0.49356476806032457
db15k_mhyper_adamf,test,Query-soft_continuous,59412,0.33850023942208496,0.37456665878777834,-0.03606641936569342,0.345940214098162,0.3681074530397899,0.714047667137952,0.16573958168814906,0.057335986373738095,0.02126956700804467,1.0,0.49363072882252684
